departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
San Francisco,-121.959,38.031,United States,Taipei,121.388,25.129,Taiwan,6,10379
Chicago,-87.842,42.631,United States,Toronto,-79.385,44.128,Canada,6,703
Chicago,-87.842,42.631,United States,Tokyo,140.643,36.274,Japan,6,9959
Chicago,-87.842,42.631,United States,Mexico City,-98.454,19.727,Mexico,6,2734
Tokyo,140.643,36.274,Japan,Chicago,-87.842,42.631,United States,6,9959
Miami,-79.818,26.322,United States,Paris,2.916,49.021,France,6,7322
Mexico City,-98.454,19.727,Mexico,Chicago,-87.842,42.631,United States,6,2734
Orlando,-80.849,28.715,United States,London,-0.103,51.795,United Kingdom,6,6927
Madrid,-3.278,40.822,Spain,New York,-73.632,41.066,United States,6,5736
Lima,-76.524,-11.37,Peru,SantiagoC,-70.644,-32.989,Chile,6,2477
London,-0.103,51.795,United Kingdom,Orlando,-80.849,28.715,United States,6,6927
London,-0.103,51.795,United Kingdom,Shannon,-8.875,53.169,Ireland,6,612
New York,-73.632,41.066,United States,Madrid,-3.278,40.822,Spain,6,5736
Paris,2.916,49.021,France,Miami,-79.818,26.322,United States,6,7322
Paris,2.916,49.021,France,New York,-73.632,41.066,United States,6,5820
Auckland,175.319,-36.347,New Zealand,Los Angeles,-118.014,34.57,United States,6,10476
Chicago,-87.842,42.631,United States,Hong Kong,114.524,22.514,Hong Kong,6,12416
London,-0.103,51.795,United Kingdom,Delhi,77.171,28.944,India,6,6675
London,-0.103,51.795,United Kingdom,Bombay,73.446,19.147,India,6,7223
New York,-73.632,41.066,United States,Brussels,4.807,51.502,Belgium,6,5842
Hong Kong,114.524,22.514,Hong Kong,Chicago,-87.842,42.631,United States,6,12416
Delhi,77.171,28.944,India,London,-0.103,51.795,United Kingdom,6,6675
Brussels,4.807,51.502,Belgium,New York,-73.632,41.066,United States,6,5842
Bombay,73.446,19.147,India,London,-0.103,51.795,United Kingdom,6,7223
Nagoya,137.342,35.43,Japan,Seoul,126.75,37.781,South Korea,6,980
Seoul,126.75,37.781,South Korea,Hong Kong,114.524,22.514,Hong Kong,6,2060
Hong Kong,114.524,22.514,Hong Kong,Seoul,126.75,37.781,South Korea,6,2060
Seoul,126.75,37.781,South Korea,Nagoya,137.342,35.43,Japan,6,980
Singapore,104.657,1.583,Singapore,Bombay,73.446,19.147,India,6,3918
Delhi,77.171,28.944,India,Bangkok,101.245,14.135,Thailand,6,2974
Bombay,73.446,19.147,India,Singapore,104.657,1.583,Singapore,6,3918
Bombay,73.446,19.147,India,Bangkok,101.245,14.135,Thailand,6,3010
Bangkok,101.245,14.135,Thailand,Delhi,77.171,28.944,India,6,2974
Bangkok,101.245,14.135,Thailand,Bombay,73.446,19.147,India,6,3010
Montevideo,-55.385,-34.731,Uruguay,Buenos Aires,-58.227,-34.704,Argentina,6,259
Buenos Aires,-58.227,-34.704,Argentina,Montevideo,-55.385,-34.731,Uruguay,6,259
Seoul,126.75,37.781,South Korea,Cebu,124.632,10.512,Philippines,6,3039
Cebu,124.632,10.512,Philippines,Seoul,126.75,37.781,South Korea,6,3039
Hong Kong,114.524,22.514,Hong Kong,Chengdu,104.578,30.964,China,6,1361
Chengdu,104.578,30.964,China,Hong Kong,114.524,22.514,Hong Kong,6,1361
Taipei,121.388,25.129,Taiwan,Osaka,135.406,34.724,Japan,6,1718
Singapore,104.657,1.583,Singapore,Ho Chi Minh City,107.086,11.364,Vietnam,6,1120
Singapore,104.657,1.583,Singapore,Perth,116.611,-31.901,Australia,6,3930
Singapore,104.657,1.583,Singapore,Penang,100.461,5.495,Malaysia,6,637
Ho Chi Minh City,107.086,11.364,Vietnam,Singapore,104.657,1.583,Singapore,6,1120
Perth,116.611,-31.901,Australia,Singapore,104.657,1.583,Singapore,6,3930
Penang,100.461,5.495,Malaysia,Singapore,104.657,1.583,Singapore,6,637
Osaka,135.406,34.724,Japan,Taipei,121.388,25.129,Taiwan,6,1718
Sharm El Sheikh,34.658,28.628,Egypt,Manchester,-1.792,53.589,United Kingdom,5,4049
Manchester,-1.792,53.589,United Kingdom,Sharm El Sheikh,34.658,28.628,Egypt,5,4049
Moscow,38.51,55.681,Russia,Odessa,31.127,46.711,Ukraine,5,1120
Odessa,31.127,46.711,Ukraine,Moscow,38.51,55.681,Russia,5,1120
Paris,2.916,49.021,France,Porto,-8.469,41.413,Portugal,5,1226
Porto,-8.469,41.413,Portugal,Paris,2.916,49.021,France,5,1226
San JoseC,-83.682,10.656,Costa Rica,Phoenix,-111.353,33.723,United States,5,3808
Phoenix,-111.353,33.723,United States,San JoseC,-83.682,10.656,Costa Rica,5,3808
Khartoum,32.921,15.982,Sudan,Jeddah,39.26,22.132,Saudi Arabia,5,954
Jeddah,39.26,22.132,Saudi Arabia,Khartoum,32.921,15.982,Sudan,5,954
Osh,73.322,41.014,Kyrgyzstan,Moscow,38.51,55.681,Russia,5,2998
Moscow,38.51,55.681,Russia,Osh,73.322,41.014,Kyrgyzstan,5,2998
Douala,10.199,4.01,Cameroon,Libreville,9.687,0.764,Gabon,5,365
Milano,9.213,46.051,Italy,BarcelonaS,2.13,41.495,Spain,5,761
Madrid,-3.278,40.822,Spain,Moscow,38.51,55.681,Russia,5,3436
Moscow,38.51,55.681,Russia,Madrid,-3.278,40.822,Spain,5,3436
Moscow,38.51,55.681,Russia,BarcelonaS,2.13,41.495,Spain,5,3055
BarcelonaS,2.13,41.495,Spain,Milano,9.213,46.051,Italy,5,761
BarcelonaS,2.13,41.495,Spain,Moscow,38.51,55.681,Russia,5,3055
BarcelonaS,2.13,41.495,Spain,Amsterdam,5.273,52.514,Netherlands,5,1247
Amsterdam,5.273,52.514,Netherlands,BarcelonaS,2.13,41.495,Spain,5,1247
Tenerife,-16.288,28.074,Spain,East Midlands,-0.881,53.385,United Kingdom,5,3084
London,-0.103,51.795,United Kingdom,Grenoble,5.548,45.604,France,5,803
Porto,-8.469,41.413,Portugal,Madrid,-3.278,40.822,Spain,5,439
Madrid,-3.278,40.822,Spain,Porto,-8.469,41.413,Portugal,5,439
London,-0.103,51.795,United Kingdom,Fuerteventura,-13.773,28.754,Spain,5,2801
Grenoble,5.548,45.604,France,London,-0.103,51.795,United Kingdom,5,803
Fuerteventura,-13.773,28.754,Spain,London,-0.103,51.795,United Kingdom,5,2801
East Midlands,-0.881,53.385,United Kingdom,Tenerife,-16.288,28.074,Spain,5,3084
Malaga,-4.166,37.124,Spain,Manchester,-1.792,53.589,United Kingdom,5,1839
Shanghai,122.342,31.238,China,Bangkok,101.245,14.135,Thailand,5,2870
Bangkok,101.245,14.135,Thailand,Shanghai,122.342,31.238,China,5,2870
Ko Samui,100.103,9.912,Thailand,Singapore,104.657,1.583,Singapore,5,1054
Singapore,104.657,1.583,Singapore,Ko Samui,100.103,9.912,Thailand,5,1054
Hanoi,106.345,21.368,Vietnam,Bangkok,101.245,14.135,Thailand,5,968
Bangkok,101.245,14.135,Thailand,Hanoi,106.345,21.368,Vietnam,5,968
Amman,36.655,32.204,Jordan,Abu Dhabi,55.085,24.721,United Arab Emirates,5,1980
Milano,9.213,46.051,Italy,Brussels,4.807,51.502,Belgium,5,686
Brussels,4.807,51.502,Belgium,Milano,9.213,46.051,Italy,5,686
Male,73.881,4.319,Maldives,Colombo,80.473,7.301,Sri Lanka,5,800
Muscat,58.474,23.988,Oman,Dubai,55.607,25.421,United Arab Emirates,5,330
Karachi,67.267,25.51,Pakistan,Dubai,55.607,25.421,United Arab Emirates,5,1170
Dubai,55.607,25.421,United Arab Emirates,Karachi,67.267,25.51,Pakistan,5,1170
Jeddah,39.26,22.132,Saudi Arabia,Alexandria,30.16,31.529,Egypt,5,1379
Alexandria,30.16,31.529,Egypt,Jeddah,39.26,22.132,Saudi Arabia,5,1379
Seattle,-121.849,47.748,United States,Seoul,126.75,37.781,South Korea,5,8334
Porto Alegre,-50.62,-29.991,Brazil,Montevideo,-55.385,-34.731,Uruguay,5,691
Los Angeles,-118.014,34.57,United States,Seoul,126.75,37.781,South Korea,5,9560
New York,-73.632,41.066,United States,Seoul,126.75,37.781,South Korea,5,11006
Seoul,126.75,37.781,South Korea,Seattle,-121.849,47.748,United States,5,8334
Seoul,126.75,37.781,South Korea,Los Angeles,-118.014,34.57,United States,5,9560
Seoul,126.75,37.781,South Korea,New York,-73.632,41.066,United States,5,11006
Sydney,151.295,-33.911,Australia,Wellington,175.342,-40.879,New Zealand,5,2252
Perth,116.611,-31.901,Australia,Denpasar,115.278,-8.581,Indonesia,5,2596
Melbourne,145.405,-37.456,Australia,Wellington,175.342,-40.879,New Zealand,5,2595
Denpasar,115.278,-8.581,Indonesia,Perth,116.611,-31.901,Australia,5,2596
Dubai,55.607,25.421,United Arab Emirates,Colombo,80.473,7.301,Sri Lanka,5,3318
Colombo,80.473,7.301,Sri Lanka,Dubai,55.607,25.421,United Arab Emirates,5,3318
Kunming,103.239,25.653,China,Hong Kong,114.524,22.514,Hong Kong,5,1197
Jeddah,39.26,22.132,Saudi Arabia,Abu Dhabi,55.085,24.721,United Arab Emirates,5,1639
Phuket,98.528,8.188,Thailand,Hong Kong,114.524,22.514,Hong Kong,5,2336
Hong Kong,114.524,22.514,Hong Kong,Kunming,103.239,25.653,China,5,1197
Hong Kong,114.524,22.514,Hong Kong,Phuket,98.528,8.188,Thailand,5,2336
Hong Kong,114.524,22.514,Hong Kong,Hanoi,106.345,21.368,Vietnam,5,853
Hanoi,106.345,21.368,Vietnam,Hong Kong,114.524,22.514,Hong Kong,5,853
Abu Dhabi,55.085,24.721,United Arab Emirates,Jeddah,39.26,22.132,Saudi Arabia,5,1639
Seattle,-121.849,47.748,United States,Tokyo,140.643,36.274,Japan,5,7612
Monrovia,-9.938,6.389,Liberia,Brussels,4.807,51.502,Belgium,5,5197
Yaounde,11.922,4.204,Cameroon,Kinshasa,15.74,-3.977,Congo (Kinshasa),5,1003
Tokyo,140.643,36.274,Japan,Seattle,-121.849,47.748,United States,5,7612
Tokyo,140.643,36.274,Japan,Agana,145.326,13.805,Guam,5,2541
Osaka,135.406,34.724,Japan,Agana,145.326,13.805,Guam,5,2530
Jeddah,39.26,22.132,Saudi Arabia,Frankfurt,8.905,50.044,Germany,5,4077
Houston,-94.903,30.64,United States,Amsterdam,5.273,52.514,Netherlands,5,7986
Washington,-77.094,39.574,United States,Brussels,4.807,51.502,Belgium,5,6172
Washington,-77.094,39.574,United States,Amsterdam,5.273,52.514,Netherlands,5,6160
Agana,145.326,13.805,Guam,Tokyo,140.643,36.274,Japan,5,2541
Agana,145.326,13.805,Guam,Osaka,135.406,34.724,Japan,5,2530
Frankfurt,8.905,50.044,Germany,Jeddah,39.26,22.132,Saudi Arabia,5,4077
Newark,-73.615,41.154,United States,Amsterdam,5.273,52.514,Netherlands,5,5823
Doha,51.941,25.435,Qatar,Frankfurt,8.905,50.044,Germany,5,4574
Brussels,4.807,51.502,Belgium,Yaounde,11.922,4.204,Cameroon,5,5300
Brussels,4.807,51.502,Belgium,Washington,-77.094,39.574,United States,5,6172
Bamako,-7.917,12.889,Mali,Accra,0.388,6.008,Ghana,5,1189
Amsterdam,5.273,52.514,Netherlands,Houston,-94.903,30.64,United States,5,7986
Amsterdam,5.273,52.514,Netherlands,Washington,-77.094,39.574,United States,5,6160
Amsterdam,5.273,52.514,Netherlands,Newark,-73.615,41.154,United States,5,5823
Accra,0.388,6.008,Ghana,Bamako,-7.917,12.889,Mali,5,1189
Abidjan,-3.878,5.435,Cote d'Ivoire,Monrovia,-9.938,6.389,Liberia,5,678
Tianjin,117.576,39.207,China,Hong Kong,114.524,22.514,Hong Kong,5,1878
Qingdao,120.624,36.443,China,Seoul,126.75,37.781,South Korea,5,563
Shanghai,122.342,31.238,China,Osaka,135.406,34.724,Japan,5,1277
Beijing,116.974,40.133,China,Dubai,55.607,25.421,United Arab Emirates,5,5847
Tokyo,140.643,36.274,Japan,Dalian,121.897,39.609,China,5,1681
Osaka,135.406,34.724,Japan,Shanghai,122.342,31.238,China,5,1277
Seoul,126.75,37.781,South Korea,Qingdao,120.624,36.443,China,5,563
Hong Kong,114.524,22.514,Hong Kong,Tianjin,117.576,39.207,China,5,1878
Hong Kong,114.524,22.514,Hong Kong,Chongqing,107.069,30.198,China,5,1131
Dubai,55.607,25.421,United Arab Emirates,Beijing,116.974,40.133,China,5,5847
Dalian,121.897,39.609,China,Tokyo,140.643,36.274,Japan,5,1681
Chongqing,107.069,30.198,China,Hong Kong,114.524,22.514,Hong Kong,5,1131
Busan,129.563,35.299,South Korea,Tokyo,140.643,36.274,Japan,5,1004
Busan,129.563,35.299,South Korea,Osaka,135.406,34.724,Japan,5,535
Tokyo,140.643,36.274,Japan,Busan,129.563,35.299,South Korea,5,1004
Osaka,135.406,34.724,Japan,Busan,129.563,35.299,South Korea,5,535
Taipei,121.388,25.129,Taiwan,Nagoya,137.342,35.43,Japan,5,1908
Taipei,121.388,25.129,Taiwan,Hong Kong,114.524,22.514,Hong Kong,5,756
Taipei,121.388,25.129,Taiwan,Fukuoka,130.751,33.976,Japan,5,1335
Nagoya,137.342,35.43,Japan,Taipei,121.388,25.129,Taiwan,5,1908
Hong Kong,114.524,22.514,Hong Kong,Taipei,121.388,25.129,Taiwan,5,756
Fukuoka,130.751,33.976,Japan,Taipei,121.388,25.129,Taiwan,5,1335
Dubai,55.607,25.421,United Arab Emirates,Bahrain,51.056,26.451,Bahrain,5,469
Bahrain,51.056,26.451,Bahrain,Dubai,55.607,25.421,United Arab Emirates,5,469
Zagreb,16.114,46.238,Croatia,London,-0.103,51.795,United Kingdom,5,1330
Munich,12.31,48.589,Germany,Manchester,-1.792,53.589,United Kingdom,5,1128
Mombasa,39.99,-3.392,Kenya,Kilimanjaro,37.124,-3.05,Tanzania,5,320
Manchester,-1.792,53.589,United Kingdom,Munich,12.31,48.589,Germany,5,1128
London,-0.103,51.795,United Kingdom,Zagreb,16.114,46.238,Croatia,5,1330
Kilimanjaro,37.124,-3.05,Tanzania,Addis Ababa,39.332,9.629,Ethiopia,5,1430
Addis Ababa,39.332,9.629,Ethiopia,Kilimanjaro,37.124,-3.05,Tanzania,5,1430
Warsaw,21.611,52.276,Poland,London,-0.103,51.795,United Kingdom,5,1480
Sydney,151.295,-33.911,Australia,Singapore,104.657,1.583,Singapore,5,6265
Sofia,23.676,43.158,Bulgaria,London,-0.103,51.795,United Kingdom,5,2015
Singapore,104.657,1.583,Singapore,Sydney,151.295,-33.911,Australia,5,6265
Singapore,104.657,1.583,Singapore,London,-0.103,51.795,United Kingdom,5,10875
London,-0.103,51.795,United Kingdom,Warsaw,21.611,52.276,Poland,5,1480
London,-0.103,51.795,United Kingdom,Sofia,23.676,43.158,Bulgaria,5,2015
London,-0.103,51.795,United Kingdom,Singapore,104.657,1.583,Singapore,5,10875
London,-0.103,51.795,United Kingdom,Kiev,31.491,50.575,Ukraine,5,2188
London,-0.103,51.795,United Kingdom,Istanbul,29.357,41.628,Turkey,5,2491
London,-0.103,51.795,United Kingdom,Tokyo,140.643,36.274,Japan,5,9504
London,-0.103,51.795,United Kingdom,Hong Kong,114.524,22.514,Hong Kong,5,9607
London,-0.103,51.795,United Kingdom,Gothenborg,12.466,58.104,Sweden,5,1063
London,-0.103,51.795,United Kingdom,Moscow,38.51,55.681,Russia,5,2541
London,-0.103,51.795,United Kingdom,Bangkok,101.245,14.135,Thailand,5,9536
Kiev,31.491,50.575,Ukraine,London,-0.103,51.795,United Kingdom,5,2188
Istanbul,29.357,41.628,Turkey,London,-0.103,51.795,United Kingdom,5,2491
Tokyo,140.643,36.274,Japan,London,-0.103,51.795,United Kingdom,5,9504
Hong Kong,114.524,22.514,Hong Kong,London,-0.103,51.795,United Kingdom,5,9607
Gothenborg,12.466,58.104,Sweden,London,-0.103,51.795,United Kingdom,5,1063
Moscow,38.51,55.681,Russia,London,-0.103,51.795,United Kingdom,5,2541
Bangkok,101.245,14.135,Thailand,London,-0.103,51.795,United Kingdom,5,9536
Nassau,-77.111,25.064,Bahamas,Fort Lauderdale,-79.588,26.12,United States,5,274
Fort Lauderdale,-79.588,26.12,United States,Nassau,-77.111,25.064,Bahamas,5,274
Minsk 2,28.051,54.47,Belarus,Moscow,38.51,55.681,Russia,5,678
Moscow,38.51,55.681,Russia,Minsk 2,28.051,54.47,Belarus,5,678
Moscow,38.51,55.681,Russia,Simferopol,34.625,45.087,Ukraine,5,1209
Simferopol,34.625,45.087,Ukraine,Moscow,38.51,55.681,Russia,5,1209
Melbourne,145.405,-37.456,Australia,Kuala Lumpur,102.183,3.242,Malaysia,5,6349
Madrid,-3.278,40.822,Spain,Rome,12.417,42.34,Italy,5,1314
London,-0.103,51.795,United Kingdom,Rome,12.417,42.34,Italy,5,1411
Kuala Lumpur,102.183,3.242,Malaysia,Melbourne,145.405,-37.456,Australia,5,6349
Rome,12.417,42.34,Italy,Madrid,-3.278,40.822,Spain,5,1314
Rome,12.417,42.34,Italy,Newark,-73.615,41.154,United States,5,6805
Newark,-73.615,41.154,United States,Rome,12.417,42.34,Italy,5,6805
Amsterdam,5.273,52.514,Netherlands,Dubai,55.607,25.421,United Arab Emirates,5,5143
Zurich,8.915,47.774,Switzerland,Helsinki,25.605,60.528,Finland,5,1775
Tallinn-ulemiste International,25.388,59.688,Estonia,Stockholm,18.531,60.086,Sweden,5,384
Helsinki,25.605,60.528,Finland,Zurich,8.915,47.774,Switzerland,5,1775
Helsinki,25.605,60.528,Finland,Copenhagen,13.093,56.029,Denmark,5,883
Helsinki,25.605,60.528,Finland,BarcelonaS,2.13,41.495,Spain,5,2648
Helsinki,25.605,60.528,Finland,Stockholm,18.531,60.086,Sweden,5,392
Copenhagen,13.093,56.029,Denmark,Helsinki,25.605,60.528,Finland,5,883
Stockholm,18.531,60.086,Sweden,Tallinn-ulemiste International,25.388,59.688,Estonia,5,384
BarcelonaS,2.13,41.495,Spain,Helsinki,25.605,60.528,Finland,5,2648
Stockholm,18.531,60.086,Sweden,Helsinki,25.605,60.528,Finland,5,392
Guatemala City,-90.213,14.972,Guatemala,San Salvador,-88.427,13.734,El Salvador,5,236
Bahrain,51.056,26.451,Bahrain,Abu Dhabi,55.085,24.721,United Arab Emirates,5,447
Abu Dhabi,55.085,24.721,United Arab Emirates,Bahrain,51.056,26.451,Bahrain,5,447
San Francisco,-121.959,38.031,United States,Mexico City,-98.454,19.727,Mexico,5,3045
Mexico City,-98.454,19.727,Mexico,San Francisco,-121.959,38.031,United States,5,3045
Singapore,104.657,1.583,Singapore,Kuching,110.578,1.807,Malaysia,5,658
Penang,100.461,5.495,Malaysia,Medan,99.119,3.93,Indonesia,5,228
Medan,99.119,3.93,Indonesia,Penang,100.461,5.495,Malaysia,5,228
Medan,99.119,3.93,Indonesia,Kuala Lumpur,102.183,3.242,Malaysia,5,348
Kuala Lumpur,102.183,3.242,Malaysia,Medan,99.119,3.93,Indonesia,5,348
Kuching,110.578,1.807,Malaysia,Singapore,104.657,1.583,Singapore,5,658
Singapore,104.657,1.583,Singapore,Seoul,126.75,37.781,South Korea,5,4614
Osaka,135.406,34.724,Japan,Hong Kong,114.524,22.514,Hong Kong,5,2440
Seoul,126.75,37.781,South Korea,Singapore,104.657,1.583,Singapore,5,4614
Hong Kong,114.524,22.514,Hong Kong,Osaka,135.406,34.724,Japan,5,2440
Zurich,8.915,47.774,Switzerland,Paris,2.916,49.021,France,5,463
Moscow,38.51,55.681,Russia,Bishkek,74.795,43.102,Kyrgyzstan,5,2928
Papeete,-149.353,-17.262,French Polynesia,Los Angeles,-118.014,34.57,United States,5,6647
Lusaka,28.754,-14.885,Zambia,Harare,31.154,-17.887,Zimbabwe,5,420
Milan,9.461,45.741,Italy,London,-0.103,51.795,United Kingdom,5,970
London,-0.103,51.795,United Kingdom,Milan,9.461,45.741,Italy,5,970
Los Angeles,-118.014,34.57,United States,Papeete,-149.353,-17.262,French Polynesia,5,6647
Khartoum,32.921,15.982,Sudan,Addis Ababa,39.332,9.629,Ethiopia,5,990
Kigali,30.232,-1.948,Rwanda,Bujumbura,29.53,-2.874,Burundi,5,129
Tokyo,140.643,36.274,Japan,Paris,2.916,49.021,France,5,9654
Frankfurt,8.905,50.044,Germany,Detroit,-82.923,42.354,United States,5,6662
Frankfurt,8.905,50.044,Germany,Atlanta,-84.047,34.061,United States,5,7372
Edinburgh,-2.955,56.583,United Kingdom,Paris,2.916,49.021,France,5,928
Detroit,-82.923,42.354,United States,Frankfurt,8.905,50.044,Germany,5,6662
Copenhagen,13.093,56.029,Denmark,Paris,2.916,49.021,France,5,1037
Paris,2.916,49.021,France,Zurich,8.915,47.774,Switzerland,5,463
Paris,2.916,49.021,France,Tokyo,140.643,36.274,Japan,5,9654
Paris,2.916,49.021,France,Copenhagen,13.093,56.029,Denmark,5,1037
Bujumbura,29.53,-2.874,Burundi,Kigali,30.232,-1.948,Rwanda,5,129
Atlanta,-84.047,34.061,United States,Frankfurt,8.905,50.044,Germany,5,7372
Amman,36.655,32.204,Jordan,Damascus,36.857,33.684,Syria,5,165
Addis Ababa,39.332,9.629,Ethiopia,Khartoum,32.921,15.982,Sudan,5,990
Toronto,-79.385,44.128,Canada,Washington,-77.094,39.574,United States,5,540
Toronto,-79.385,44.128,Canada,Paris,2.916,49.021,France,5,5997
Vancouver,-122.641,49.323,Canada,Seattle,-121.849,47.748,United States,5,184
Montreal,-73.569,45.784,Canada,Orlando,-80.849,28.715,United States,5,2002
Montreal,-73.569,45.784,Canada,Geneva,6.181,46.396,Switzerland,5,5871
Montreal,-73.569,45.784,Canada,Fort Lauderdale,-79.588,26.12,United States,5,2250
Montreal,-73.569,45.784,Canada,Washington,-77.094,39.574,United States,5,748
Montreal,-73.569,45.784,Canada,Brussels,4.807,51.502,Belgium,5,5513
Ottawa,-75.449,45.537,Canada,London,-0.103,51.795,United Kingdom,5,5326
Ottawa,-75.449,45.537,Canada,Washington,-77.094,39.574,United States,5,676
Seattle,-121.849,47.748,United States,Vancouver,-122.641,49.323,Canada,5,184
Orlando,-80.849,28.715,United States,Montreal,-73.569,45.784,Canada,5,2002
London,-0.103,51.795,United Kingdom,Ottawa,-75.449,45.537,Canada,5,5326
Tehran,51,35,Iran,Yerevan,44.659,40.245,Armenia,5,807
Geneva,6.181,46.396,Switzerland,Montreal,-73.569,45.784,Canada,5,5871
Fort Lauderdale,-79.588,26.12,United States,Montreal,-73.569,45.784,Canada,5,2250
Yerevan,44.659,40.245,Armenia,Tehran,51,35,Iran,5,807
Washington,-77.094,39.574,United States,Toronto,-79.385,44.128,Canada,5,540
Washington,-77.094,39.574,United States,Montreal,-73.569,45.784,Canada,5,748
Washington,-77.094,39.574,United States,Ottawa,-75.449,45.537,Canada,5,676
Paris,2.916,49.021,France,Toronto,-79.385,44.128,Canada,5,5997
Brussels,4.807,51.502,Belgium,Montreal,-73.569,45.784,Canada,5,5513
Vienna,16.949,48.183,Austria,Zurich,8.915,47.774,Switzerland,5,599
Vienna,16.949,48.183,Austria,Munich,12.31,48.589,Germany,5,345
Vienna,16.949,48.183,Austria,London,-0.103,51.795,United Kingdom,5,1280
Vienna,16.949,48.183,Austria,Frankfurt,8.905,50.044,Germany,5,620
Berlin,13.479,52.932,Germany,Paris,2.916,49.021,France,5,856
Berlin,13.479,52.932,Germany,Copenhagen,13.093,56.029,Denmark,5,345
Berlin,13.479,52.932,Germany,Stockholm,18.531,60.086,Sweden,5,853
Istanbul,29.357,41.628,Turkey,Munich,12.31,48.589,Germany,5,1540
Istanbul,29.357,41.628,Turkey,Duesseldorf,7.277,51.482,Germany,5,2000
Paris,2.916,49.021,France,Berlin,13.479,52.932,Germany,5,856
Munich,12.31,48.589,Germany,Vienna,16.949,48.183,Austria,5,345
Munich,12.31,48.589,Germany,Helsinki,25.605,60.528,Finland,5,1573
Munich,12.31,48.589,Germany,Moscow,38.51,55.681,Russia,5,1939
Madrid,-3.278,40.822,Spain,Geneva,6.181,46.396,Switzerland,5,980
Madrid,-3.278,40.822,Spain,Frankfurt,8.905,50.044,Germany,5,1394
Madrid,-3.278,40.822,Spain,Duesseldorf,7.277,51.482,Germany,5,1434
London,-0.103,51.795,United Kingdom,Vienna,16.949,48.183,Austria,5,1280
St. Petersburg,30.437,60.333,Russia,Duesseldorf,7.277,51.482,Germany,5,1732
Helsinki,25.605,60.528,Finland,Munich,12.31,48.589,Germany,5,1573
Helsinki,25.605,60.528,Finland,Frankfurt,8.905,50.044,Germany,5,1565
Frankfurt,8.905,50.044,Germany,Madrid,-3.278,40.822,Spain,5,1394
Frankfurt,8.905,50.044,Germany,Helsinki,25.605,60.528,Finland,5,1565
Frankfurt,8.905,50.044,Germany,Moscow,38.51,55.681,Russia,5,2065
Duesseldorf,7.277,51.482,Germany,Istanbul,29.357,41.628,Turkey,5,2000
Duesseldorf,7.277,51.482,Germany,Madrid,-3.278,40.822,Spain,5,1434
Duesseldorf,7.277,51.482,Germany,St. Petersburg,30.437,60.333,Russia,5,1732
Duesseldorf,7.277,51.482,Germany,Moscow,38.51,55.681,Russia,5,2094
Moscow,38.51,55.681,Russia,Munich,12.31,48.589,Germany,5,1939
Moscow,38.51,55.681,Russia,Frankfurt,8.905,50.044,Germany,5,2065
Moscow,38.51,55.681,Russia,Duesseldorf,7.277,51.482,Germany,5,2094
Copenhagen,13.093,56.029,Denmark,Berlin,13.479,52.932,Germany,5,345
Stockholm,18.531,60.086,Sweden,Berlin,13.479,52.932,Germany,5,853
Calgary,-113.368,51.189,Canada,Phoenix,-111.353,33.723,United States,5,1948
Calgary,-113.368,51.189,Canada,Chicago,-87.842,42.631,United States,5,2145
Calgary,-113.368,51.189,Canada,Los Angeles,-118.014,34.57,United States,5,1885
