departure city,long. departure (decimal),lat. departure (decimal),departure country,arrival city,long. departure (decimal),lat. departure (decimal),arrival country,number of routes,distance
Delhi,77.171,28.944,India,Sharjah,55.861,25.547,United Arab Emirates,1,2137
Damascus,36.857,33.684,Syria,Sharjah,55.861,25.547,United Arab Emirates,1,2043
Dhaka,90.662,24.405,Bangladesh,Sharjah,55.861,25.547,United Arab Emirates,1,3500
Colombo,80.473,7.301,Sri Lanka,Sharjah,55.861,25.547,United Arab Emirates,1,3305
Coimbatore,77.072,11.05,India,Sharjah,55.861,25.547,United Arab Emirates,1,2751
Chittagong,92.355,22.416,Bangladesh,Sharjah,55.861,25.547,United Arab Emirates,1,3712
Bombay,73.446,19.147,India,Sharjah,55.861,25.547,United Arab Emirates,1,1941
Bangalore,78.113,13.583,India,Sharjah,55.861,25.547,United Arab Emirates,1,2677
Beirut,35.813,34.368,Lebanon,Sharjah,55.861,25.547,United Arab Emirates,1,2160
Bahrain,51.056,26.451,Bahrain,Sharjah,55.861,25.547,United Arab Emirates,1,490
Asyut,31.019,27.077,Egypt,Sharjah,55.861,25.547,United Arab Emirates,1,2477
Amman,36.655,32.204,Jordan,Sharjah,55.861,25.547,United Arab Emirates,1,2007
Ahmedabad,73.057,23.128,India,Sharjah,55.861,25.547,United Arab Emirates,1,1761
Alexandria,30.16,31.529,Egypt,Sharjah,55.861,25.547,United Arab Emirates,1,2590
Aleppo,37.373,36.301,Syria,Sharjah,55.861,25.547,United Arab Emirates,1,2124
Alma-ata,77.067,43.586,Kazakhstan,Sharjah,55.861,25.547,United Arab Emirates,1,2775
SantiagoC,-70.644,-32.989,Chile,Porto Alegre,-50.62,-29.991,Brazil,1,1924
Rosario,-60.642,-32.84,Argentina,Porto Alegre,-50.62,-29.991,Brazil,1,1001
Punta Cana,-67.94,18.945,Dominican Republic,Caracas,-66.985,11.005,Venezuela,1,888
Porto Alegre,-50.62,-29.991,Brazil,SantiagoC,-70.644,-32.989,Chile,1,1924
Porto Alegre,-50.62,-29.991,Brazil,Rosario,-60.642,-32.84,Argentina,1,1001
Porto Alegre,-50.62,-29.991,Brazil,Cordoba,-63.68,-30.873,Argentina,1,1255
Sao Paulo,-46.116,-23.054,Brazil,Bridgetown,-59.155,13.124,Barbados,1,4265
Rio De Janeiro,-42.74,-22.682,Brazil,Cordoba,-63.68,-30.873,Argentina,1,2264
Curitiba,-48.627,-25.215,Brazil,Asuncion,-57.199,-24.734,Paraguay,1,865
Cordoba,-63.68,-30.873,Argentina,Porto Alegre,-50.62,-29.991,Brazil,1,1255
Cordoba,-63.68,-30.873,Argentina,Rio De Janeiro,-42.74,-22.682,Brazil,1,2264
Caracas,-66.985,11.005,Venezuela,Punta Cana,-67.94,18.945,Dominican Republic,1,888
Brasilia,-47.865,-15.786,Brazil,Willemstad,-68.934,12.314,Netherlands Antilles,1,3890
Bridgetown,-59.155,13.124,Barbados,Sao Paulo,-46.116,-23.054,Brazil,1,4265
Oranjestad,-69.359,12.835,Aruba,Brasilia,-47.865,-15.786,Brazil,1,3964
Asuncion,-57.199,-24.734,Paraguay,Curitiba,-48.627,-25.215,Brazil,1,865
Yenbo,38.105,24.24,Saudi Arabia,Dubai,55.607,25.421,United Arab Emirates,1,1769
Ufa,56.457,54.929,Russia,Dubai,55.607,25.421,United Arab Emirates,1,3281
Lucknow,81.482,27.267,India,Dubai,55.607,25.421,United Arab Emirates,1,2581
Kazan,49.464,56.01,Russia,Dubai,55.607,25.421,United Arab Emirates,1,3437
Samara,50.25,53.833,Russia,Dubai,55.607,25.421,United Arab Emirates,1,3190
Sulaymaniyah,45.524,35.934,Iraq,Dubai,55.607,25.421,United Arab Emirates,1,1513
Kharkov,36.483,50.541,Ukraine,Dubai,55.607,25.421,United Arab Emirates,1,3236
Gassim,44.289,26.504,Saudi Arabia,Dubai,55.607,25.421,United Arab Emirates,1,1137
Erbil,44.605,36.396,Iraq,Dubai,55.607,25.421,United Arab Emirates,1,1607
Dubai,55.607,25.421,United Arab Emirates,Yenbo,38.105,24.24,Saudi Arabia,1,1769
Dubai,55.607,25.421,United Arab Emirates,Ufa,56.457,54.929,Russia,1,3281
Dubai,55.607,25.421,United Arab Emirates,Port Sudan,37.39,19.722,Sudan,1,1972
Dubai,55.607,25.421,United Arab Emirates,Lucknow,81.482,27.267,India,1,2581
Dubai,55.607,25.421,United Arab Emirates,Kazan,49.464,56.01,Russia,1,3437
Dubai,55.607,25.421,United Arab Emirates,Samara,50.25,53.833,Russia,1,3190
Dubai,55.607,25.421,United Arab Emirates,Kathmandu,85.598,28.16,Nepal,1,2984
Dubai,55.607,25.421,United Arab Emirates,Djibouti,43.265,11.912,Djibouti,1,1983
Dubai,55.607,25.421,United Arab Emirates,Sulaymaniyah,45.524,35.934,Iraq,1,1513
Dubai,55.607,25.421,United Arab Emirates,Kharkov,36.483,50.541,Ukraine,1,3236
Dubai,55.607,25.421,United Arab Emirates,Gassim,44.289,26.504,Saudi Arabia,1,1137
Dubai,55.607,25.421,United Arab Emirates,Erbil,44.605,36.396,Iraq,1,1607
Dubai,55.607,25.421,United Arab Emirates,Donetsk,38.232,48.122,Ukraine,1,2945
Dubai,55.607,25.421,United Arab Emirates,Beograd,20.515,45.364,Serbia,1,3829
Dubai,55.607,25.421,United Arab Emirates,Aleppo,37.373,36.301,Syria,1,2113
Dubai,55.607,25.421,United Arab Emirates,Abha,43.094,18.4,Saudi Arabia,1,1507
Donetsk,38.232,48.122,Ukraine,Dubai,55.607,25.421,United Arab Emirates,1,2945
Beograd,20.515,45.364,Serbia,Dubai,55.607,25.421,United Arab Emirates,1,3829
Aleppo,37.373,36.301,Syria,Dubai,55.607,25.421,United Arab Emirates,1,2113
Abha,43.094,18.4,Saudi Arabia,Dubai,55.607,25.421,United Arab Emirates,1,1507
Malacca,102.419,2.438,Malaysia,Medan,99.119,3.93,Indonesia,1,402
Medan,99.119,3.93,Indonesia,Malacca,102.419,2.438,Malaysia,1,402
Medan,99.119,3.93,Indonesia,Ipoh,101.153,4.946,Malaysia,1,252
Ipoh,101.153,4.946,Malaysia,Medan,99.119,3.93,Indonesia,1,252
Ovda,35.559,30.567,Israel,St. Petersburg,30.437,60.333,Russia,1,3331
Salzburg,13.007,48.322,Austria,St. Petersburg,30.437,60.333,Russia,1,1738
Sharm El Sheikh,34.658,28.628,Egypt,St. Petersburg,30.437,60.333,Russia,1,3539
Sofia,23.676,43.158,Bulgaria,St. Petersburg,30.437,60.333,Russia,1,1963
Navoi,65.284,40.195,Uzbekistan,St. Petersburg,30.437,60.333,Russia,1,3271
Nice,7.359,44.097,France,St. Petersburg,30.437,60.333,Russia,1,2368
Milano,9.213,46.051,Italy,St. Petersburg,30.437,60.333,Russia,1,2107
St. Petersburg,30.437,60.333,Russia,Ovda,35.559,30.567,Israel,1,3331
St. Petersburg,30.437,60.333,Russia,Salzburg,13.007,48.322,Austria,1,1738
St. Petersburg,30.437,60.333,Russia,Sharm El Sheikh,34.658,28.628,Egypt,1,3539
St. Petersburg,30.437,60.333,Russia,Sofia,23.676,43.158,Bulgaria,1,1963
St. Petersburg,30.437,60.333,Russia,Navoi,65.284,40.195,Uzbekistan,1,3271
St. Petersburg,30.437,60.333,Russia,Nice,7.359,44.097,France,1,2368
St. Petersburg,30.437,60.333,Russia,Milano,9.213,46.051,Italy,1,2107
St. Petersburg,30.437,60.333,Russia,Hurghada,34.332,27.297,Egypt,1,3685
St. Petersburg,30.437,60.333,Russia,Geneva,6.181,46.396,Switzerland,1,2210
St. Petersburg,30.437,60.333,Russia,BarcelonaS,2.13,41.495,Spain,1,2842
Hurghada,34.332,27.297,Egypt,St. Petersburg,30.437,60.333,Russia,1,3685
Geneva,6.181,46.396,Switzerland,St. Petersburg,30.437,60.333,Russia,1,2210
BarcelonaS,2.13,41.495,Spain,St. Petersburg,30.437,60.333,Russia,1,2842
Zaragoza,-0.403,42.11,Spain,London,-0.103,51.795,United Kingdom,1,1077
Zaragoza,-0.403,42.11,Spain,Rome,12.417,42.34,Italy,1,1054
Zaragoza,-0.403,42.11,Spain,Beauvais,2.187,49.757,France,1,873
Zaragoza,-0.403,42.11,Spain,Bologna,11.481,44.892,Italy,1,1006
Zaragoza,-0.403,42.11,Spain,Bergamo,10.173,46.123,Italy,1,953
Wroclaw,17.476,51.171,Poland,Shannon,-8.875,53.169,Ireland,1,1800
Wroclaw,17.476,51.171,Poland,Rygge,11.308,59.631,Norway,1,1017
Wroclaw,17.476,51.171,Poland,Prestwick,-4.312,55.849,United Kingdom,1,1524
Wroclaw,17.476,51.171,Poland,Liverpool,-2.75,53.556,United Kingdom,1,1393
Wroclaw,17.476,51.171,Poland,East Midlands,-0.881,53.385,United Kingdom,1,1269
Wroclaw,17.476,51.171,Poland,Dublin,-5.784,53.702,Ireland,1,1594
Wroclaw,17.476,51.171,Poland,Charleroi,4.756,50.765,Belgium,1,890
Wroclaw,17.476,51.171,Poland,Rome,12.417,42.34,Italy,1,1054
Wroclaw,17.476,51.171,Poland,Bristol,-2.532,51.637,United Kingdom,1,1384
Wroclaw,17.476,51.171,Poland,Bologna,11.481,44.892,Italy,1,827
Wroclaw,17.476,51.171,Poland,Bergamo,10.173,46.123,Italy,1,775
Vaxjo,15.213,57.548,Sweden,Weeze,6.236,52.003,Germany,1,842
Vasteras,17.056,59.982,Sweden,London,-0.103,51.795,United Kingdom,1,1397
Villafranca,11.48,45.659,Italy,Madrid,-3.278,40.822,Spain,1,1308
Villafranca,11.48,45.659,Italy,Charleroi,4.756,50.765,Belgium,1,754
Villafranca,11.48,45.659,Italy,Beauvais,2.187,49.757,France,1,830
Vilnius,25.476,55.056,Lithuania,Bremen,9.311,53.079,Germany,1,1074
Valladolid,-4.754,42.176,Spain,London,-0.103,51.795,United Kingdom,1,1125
Valladolid,-4.754,42.176,Spain,Charleroi,4.756,50.765,Belgium,1,1199
ValenciaS,-0.137,39.815,Spain,Treviso,12.324,46.08,Italy,1,1228
ValenciaS,-0.137,39.815,Spain,Pisa,10.654,44.139,Italy,1,1012
ValenciaS,-0.137,39.815,Spain,Porto,-8.469,41.413,Portugal,1,725
ValenciaS,-0.137,39.815,Spain,Malta,14.795,36.429,Malta,1,1357
ValenciaS,-0.137,39.815,Spain,Hahn,7.439,50.581,Germany,1,1334
ValenciaS,-0.137,39.815,Spain,Memmingen,10.399,48.647,Germany,1,1289
ValenciaS,-0.137,39.815,Spain,Charleroi,4.756,50.765,Belgium,1,1275
ValenciaS,-0.137,39.815,Spain,Beauvais,2.187,49.757,France,1,1120
ValenciaS,-0.137,39.815,Spain,Bari,17.267,41.231,Italy,1,1476
ValenciaS,-0.137,39.815,Spain,Bologna,11.481,44.892,Italy,1,1107
ValenciaS,-0.137,39.815,Spain,Bergamo,10.173,46.123,Italy,1,1091
Tours,1.212,47.72,France,London,-0.103,51.795,United Kingdom,1,462
Tours,1.212,47.72,France,Porto,-8.469,41.413,Portugal,1,1037
Treviso,12.324,46.08,Italy,ValenciaS,-0.137,39.815,Spain,1,1228
Treviso,12.324,46.08,Italy,Sevilla,-5.822,37.696,Spain,1,1761
Treviso,12.324,46.08,Italy,London,-0.103,51.795,United Kingdom,1,1105
Treviso,12.324,46.08,Italy,Weeze,6.236,52.003,Germany,1,793
Treviso,12.324,46.08,Italy,Malta,14.795,36.429,Malta,1,1092
Treviso,12.324,46.08,Italy,Leeds,-1.435,54.443,United Kingdom,1,1345
Treviso,12.324,46.08,Italy,Hahn,7.439,50.581,Germany,1,616
Treviso,12.324,46.08,Italy,Gerona,3.267,42.501,Spain,1,822
Treviso,12.324,46.08,Italy,East Midlands,-0.881,53.385,United Kingdom,1,1245
Treviso,12.324,46.08,Italy,Charleroi,4.756,50.765,Belgium,1,763
Treviso,12.324,46.08,Italy,Beauvais,2.187,49.757,France,1,857
Treviso,12.324,46.08,Italy,BarcelonaS,2.13,41.495,Spain,1,962
Ronchi De Legionari,13.787,46.379,Italy,London,-0.103,51.795,United Kingdom,1,1174
Ronchi De Legionari,13.787,46.379,Italy,Charleroi,4.756,50.765,Belgium,1,823
Torino,8.082,45.334,Italy,Gerona,3.267,42.501,Spain,1,497
Torino,8.082,45.334,Italy,Dublin,-5.784,53.702,Ireland,1,1362
Torino,8.082,45.334,Italy,Charleroi,4.756,50.765,Belgium,1,652
Torino,8.082,45.334,Italy,Beauvais,2.187,49.757,France,1,661
Sandefjord,10.431,59.311,Norway,London,-0.103,51.795,United Kingdom,1,1063
Sandefjord,10.431,59.311,Norway,Liverpool,-2.75,53.556,United Kingdom,1,1029
Sandefjord,10.431,59.311,Norway,Edinburgh,-2.955,56.583,United Kingdom,1,844
Sandefjord,10.431,59.311,Norway,Bremen,9.311,53.079,Germany,1,696
Sandefjord,10.431,59.311,Norway,Bergamo,10.173,46.123,Italy,1,1466
Trapani,12.813,38.519,Italy,Malta,14.795,36.429,Malta,1,290
Trapani,12.813,38.519,Italy,Madrid,-3.278,40.822,Spain,1,1398
Trapani,12.813,38.519,Italy,Hahn,7.439,50.581,Germany,1,1406
Trapani,12.813,38.519,Italy,Gerona,3.267,42.501,Spain,1,919
Trapani,12.813,38.519,Italy,Charleroi,4.756,50.765,Belgium,1,1501
Trapani,12.813,38.519,Italy,Beauvais,2.187,49.757,France,1,1506
Tampere,24.007,61.69,Finland,London,-0.103,51.795,United Kingdom,1,1818
Tampere,24.007,61.69,Finland,Kaunas,24.141,55.606,Lithuania,1,676
Tampere,24.007,61.69,Finland,Hahn,7.439,50.581,Germany,1,1596
Tampere,24.007,61.69,Finland,Rome,12.417,42.34,Italy,1,2285
Tampere,24.007,61.69,Finland,Bremen,9.311,53.079,Germany,1,1295
Tallinn-ulemiste International,25.388,59.688,Estonia,Rygge,11.308,59.631,Norway,1,789
Tallinn-ulemiste International,25.388,59.688,Estonia,Weeze,6.236,52.003,Germany,1,1461
Tallinn-ulemiste International,25.388,59.688,Estonia,Gerona,3.267,42.501,Spain,1,2433
Tallinn-ulemiste International,25.388,59.688,Estonia,Dublin,-5.784,53.702,Ireland,1,1994
Tallinn-ulemiste International,25.388,59.688,Estonia,Bremen,9.311,53.079,Germany,1,1227
Tallinn-ulemiste International,25.388,59.688,Estonia,Bergamo,10.173,46.123,Italy,1,1811
Tenerife,-16.288,28.074,Spain,Pisa,10.654,44.139,Italy,1,2985
Tenerife,-16.288,28.074,Spain,Prestwick,-4.312,55.849,United Kingdom,1,3232
Tenerife,-16.288,28.074,Spain,Porto,-8.469,41.413,Portugal,1,1644
Tenerife,-16.288,28.074,Spain,Weeze,6.236,52.003,Germany,1,3250
Tenerife,-16.288,28.074,Spain,Connaught,-8.698,54.517,Ireland,1,3003
Tenerife,-16.288,28.074,Spain,Liverpool,-2.75,53.556,United Kingdom,1,3042
Tenerife,-16.288,28.074,Spain,Hahn,7.439,50.581,Germany,1,3200
Tenerife,-16.288,28.074,Spain,Karlsruhe/Baden-Baden,8.134,49.298,Germany,1,3143
Tenerife,-16.288,28.074,Spain,Charleroi,4.756,50.765,Belgium,1,3080
Tenerife,-16.288,28.074,Spain,Beauvais,2.187,49.757,France,1,2875
Tenerife,-16.288,28.074,Spain,Bologna,11.481,44.892,Italy,1,3082
Tenerife,-16.288,28.074,Spain,Billund,9.252,56.233,Denmark,1,3726
Tenerife,-16.288,28.074,Spain,Bergamo,10.173,46.123,Italy,1,3061
Szczechin,15.503,53.974,Poland,London,-0.103,51.795,United Kingdom,1,1072
Szczechin,15.503,53.974,Poland,Liverpool,-2.75,53.556,United Kingdom,1,1197
Szczechin,15.503,53.974,Poland,Dublin,-5.784,53.702,Ireland,1,1391
Salzburg,13.007,48.322,Austria,Dublin,-5.784,53.702,Ireland,1,1438
Berlin,13.479,52.932,Germany,Rygge,11.308,59.631,Norway,1,756
Berlin,13.479,52.932,Germany,East Midlands,-0.881,53.385,United Kingdom,1,957
Berlin,13.479,52.932,Germany,Bergamo,10.173,46.123,Italy,1,793
Sevilla,-5.822,37.696,Spain,Treviso,12.324,46.08,Italy,1,1761
Sevilla,-5.822,37.696,Spain,Pisa,10.654,44.139,Italy,1,1554
Sevilla,-5.822,37.696,Spain,Weeze,6.236,52.003,Germany,1,1847
Sevilla,-5.822,37.696,Spain,Marseille,5.356,43.725,France,1,1154
Sevilla,-5.822,37.696,Spain,Eindhoven,5.624,51.75,Netherlands,1,1800
Sevilla,-5.822,37.696,Spain,Charleroi,4.756,50.765,Belgium,1,1676
Sevilla,-5.822,37.696,Spain,Rome,12.417,42.34,Italy,1,1632
Sevilla,-5.822,37.696,Spain,Beauvais,2.187,49.757,France,1,1485
Sevilla,-5.822,37.696,Spain,Bordeaux,-0.526,45.38,France,1,960
Sevilla,-5.822,37.696,Spain,Bologna,11.481,44.892,Italy,1,1647
Sevilla,-5.822,37.696,Spain,Bergamo,10.173,46.123,Italy,1,1616
Lamezia,16.403,39.508,Italy,London,-0.103,51.795,United Kingdom,1,1865
Lamezia,16.403,39.508,Italy,Charleroi,4.756,50.765,Belgium,1,1545
London,-0.103,51.795,United Kingdom,Zaragoza,-0.403,42.11,Spain,1,1077
London,-0.103,51.795,United Kingdom,Vasteras,17.056,59.982,Sweden,1,1397
London,-0.103,51.795,United Kingdom,Valladolid,-4.754,42.176,Spain,1,1125
London,-0.103,51.795,United Kingdom,Tours,1.212,47.72,France,1,462
London,-0.103,51.795,United Kingdom,Treviso,12.324,46.08,Italy,1,1105
London,-0.103,51.795,United Kingdom,Ronchi De Legionari,13.787,46.379,Italy,1,1174
London,-0.103,51.795,United Kingdom,Sandefjord,10.431,59.311,Norway,1,1063
London,-0.103,51.795,United Kingdom,Tampere,24.007,61.69,Finland,1,1818
London,-0.103,51.795,United Kingdom,Szczechin,15.503,53.974,Poland,1,1072
London,-0.103,51.795,United Kingdom,Lamezia,16.403,39.508,Italy,1,1865
London,-0.103,51.795,United Kingdom,Santander,-3.701,43.711,Spain,1,937
London,-0.103,51.795,United Kingdom,SantiagoS,-8.026,43.493,Spain,1,1096
London,-0.103,51.795,United Kingdom,Rimini,13.019,44.033,Italy,1,1300
London,-0.103,51.795,United Kingdom,Rodez,2.804,44.679,France,1,819
London,-0.103,51.795,United Kingdom,Pescara,14.301,42.719,Italy,1,1478
London,-0.103,51.795,United Kingdom,Parma,10.493,45.374,Italy,1,1055
London,-0.103,51.795,United Kingdom,Poitiers,0.511,46.979,France,1,537
London,-0.103,51.795,United Kingdom,Perugia,12.855,43.159,Italy,1,1363
London,-0.103,51.795,United Kingdom,Plovdiv,25.418,42.113,Bulgaria,1,2199
London,-0.103,51.795,United Kingdom,Weeze,6.236,52.003,Germany,1,435
London,-0.103,51.795,United Kingdom,Malmoe,13.619,55.883,Sweden,1,1006
London,-0.103,51.795,United Kingdom,La Rochelle,-0.659,46.298,France,1,612
London,-0.103,51.795,United Kingdom,Linz,14.312,48.388,Austria,1,1093
London,-0.103,51.795,United Kingdom,Limoges,1.299,46.437,France,1,604
London,-0.103,51.795,United Kingdom,Leipzig,12.402,51.72,Germany,1,859
London,-0.103,51.795,United Kingdom,Tarbes,0.655,43.297,France,1,946
London,-0.103,51.795,United Kingdom,Klagenfurt,14.562,47.07,Austria,1,1180
London,-0.103,51.795,United Kingdom,Hahn,7.439,50.581,Germany,1,542
London,-0.103,51.795,United Kingdom,Haugesund,5.347,59.575,Norway,1,929
London,-0.103,51.795,United Kingdom,Graz,15.732,47.651,Austria,1,1224
London,-0.103,51.795,United Kingdom,Memmingen,10.399,48.647,Germany,1,824
London,-0.103,51.795,United Kingdom,Karlsruhe/Baden-Baden,8.134,49.298,Germany,1,644
London,-0.103,51.795,United Kingdom,Dinard,-1.467,48.979,France,1,327
London,-0.103,51.795,United Kingdom,Carcassonne,2.51,43.359,France,1,958
London,-0.103,51.795,United Kingdom,Bydgoszcz,18.629,53.161,Poland,1,1273
London,-0.103,51.795,United Kingdom,Bari,17.267,41.231,Italy,1,1765
London,-0.103,51.795,United Kingdom,Bremen,9.311,53.079,Germany,1,653
London,-0.103,51.795,United Kingdom,Biarritz-bayonne,-1.206,43.78,France,1,895
London,-0.103,51.795,United Kingdom,Bergamo,10.173,46.123,Italy,1,978
London,-0.103,51.795,United Kingdom,Brindisi,18.578,41.096,Italy,1,1851
London,-0.103,51.795,United Kingdom,Ancona,13.603,44.027,Italy,1,1333
London,-0.103,51.795,United Kingdom,Alghero,8.484,41.053,Italy,1,1361
London,-0.103,51.795,United Kingdom,Aarhus,11.031,56.5,Denmark,1,892
Shannon,-8.875,53.169,Ireland,Wroclaw,17.476,51.171,Poland,1,1800
Shannon,-8.875,53.169,Ireland,Liverpool,-2.75,53.556,United Kingdom,1,408
Shannon,-8.875,53.169,Ireland,Gran Canaria,-14.978,28.553,Spain,1,2782
Thessaloniki,23.618,40.866,Greece,Charleroi,4.756,50.765,Belgium,1,1821
Thessaloniki,23.618,40.866,Greece,Bergamo,10.173,46.123,Italy,1,1229
Santander,-3.701,43.711,Spain,London,-0.103,51.795,United Kingdom,1,937
Santander,-3.701,43.711,Spain,Charleroi,4.756,50.765,Belgium,1,1010
Santander,-3.701,43.711,Spain,Rome,12.417,42.34,Italy,1,1316
Santander,-3.701,43.711,Spain,Beauvais,2.187,49.757,France,1,807
Santander,-3.701,43.711,Spain,Bergamo,10.173,46.123,Italy,1,1123
SantiagoS,-8.026,43.493,Spain,London,-0.103,51.795,United Kingdom,1,1096
SantiagoS,-8.026,43.493,Spain,Hahn,7.439,50.581,Germany,1,1407
SantiagoS,-8.026,43.493,Spain,Bergamo,10.173,46.123,Italy,1,1461
Rzeszow,22.031,50.183,Poland,Manchester,-1.792,53.589,United Kingdom,1,1669
Rzeszow,22.031,50.183,Poland,East Midlands,-0.881,53.385,United Kingdom,1,1608
Rzeszow,22.031,50.183,Poland,Dublin,-5.784,53.702,Ireland,1,1933
Rzeszow,22.031,50.183,Poland,Bristol,-2.532,51.637,United Kingdom,1,1721
Rzeszow,22.031,50.183,Poland,Birmingham,-1.581,52.756,United Kingdom,1,1652
Rygge,11.308,59.631,Norway,Wroclaw,17.476,51.171,Poland,1,1017
Rygge,11.308,59.631,Norway,Tallinn-ulemiste International,25.388,59.688,Estonia,1,789
Rygge,11.308,59.631,Norway,Berlin,13.479,52.932,Germany,1,756
Rygge,11.308,59.631,Norway,Riga,24.618,57.539,Latvia,1,804
Rygge,11.308,59.631,Norway,Poznan,17.377,52.701,Poland,1,856
Rygge,11.308,59.631,Norway,Manchester,-1.792,53.589,United Kingdom,1,1042
Rygge,11.308,59.631,Norway,Liverpool,-2.75,53.556,United Kingdom,1,1090
Rygge,11.308,59.631,Norway,Kaunas,24.141,55.606,Lithuania,1,883
Rygge,11.308,59.631,Norway,Krakow,20.308,50.129,Poland,1,1200
Rygge,11.308,59.631,Norway,Hahn,7.439,50.581,Germany,1,1035
Rygge,11.308,59.631,Norway,Gdansk,18.777,54.629,Poland,1,715
Rygge,11.308,59.631,Norway,Dublin,-5.784,53.702,Ireland,1,1229
Rygge,11.308,59.631,Norway,Charleroi,4.756,50.765,Belgium,1,1068
Rygge,11.308,59.631,Norway,Rome,12.417,42.34,Italy,1,1924
Rygge,11.308,59.631,Norway,Beauvais,2.187,49.757,France,1,1242
Rygge,11.308,59.631,Norway,BarcelonaS,2.13,41.495,Spain,1,2113
Rygge,11.308,59.631,Norway,Alicante,-0.264,38.47,Spain,1,2491
Rygge,11.308,59.631,Norway,Malaga,-4.166,37.124,Spain,1,2735
Rimini,13.019,44.033,Italy,London,-0.103,51.795,United Kingdom,1,1300
Riga,24.618,57.539,Latvia,Rygge,11.308,59.631,Norway,1,804
Riga,24.618,57.539,Latvia,Prestwick,-4.312,55.849,United Kingdom,1,1762
Riga,24.618,57.539,Latvia,Weeze,6.236,52.003,Germany,1,1324
Riga,24.618,57.539,Latvia,Liverpool,-2.75,53.556,United Kingdom,1,1764
Riga,24.618,57.539,Latvia,Leeds,-1.435,54.443,United Kingdom,1,1645
Riga,24.618,57.539,Latvia,Hahn,7.439,50.581,Germany,1,1356
Riga,24.618,57.539,Latvia,East Midlands,-0.881,53.385,United Kingdom,1,1661
Riga,24.618,57.539,Latvia,Dublin,-5.784,53.702,Ireland,1,1938
Riga,24.618,57.539,Latvia,Charleroi,4.756,50.765,Belgium,1,1488
Riga,24.618,57.539,Latvia,Bristol,-2.532,51.637,United Kingdom,1,1853
Riga,24.618,57.539,Latvia,Bremen,9.311,53.079,Germany,1,1084
Riga,24.618,57.539,Latvia,Bergamo,10.173,46.123,Italy,1,1604
Rodez,2.804,44.679,France,London,-0.103,51.795,United Kingdom,1,819
Pescara,14.301,42.719,Italy,London,-0.103,51.795,United Kingdom,1,1478
Pescara,14.301,42.719,Italy,Hahn,7.439,50.581,Germany,1,1018
Pescara,14.301,42.719,Italy,Gerona,3.267,42.501,Spain,1,902
Pescara,14.301,42.719,Italy,Charleroi,4.756,50.765,Belgium,1,1151
Pescara,14.301,42.719,Italy,Beauvais,2.187,49.757,France,1,1214
Pisa,10.654,44.139,Italy,ValenciaS,-0.137,39.815,Spain,1,1012
Pisa,10.654,44.139,Italy,Tenerife,-16.288,28.074,Spain,1,2985
Pisa,10.654,44.139,Italy,Sevilla,-5.822,37.696,Spain,1,1554
Pisa,10.654,44.139,Italy,Malta,14.795,36.429,Malta,1,926
Pisa,10.654,44.139,Italy,Gran Canaria,-14.978,28.553,Spain,1,2855
Pisa,10.654,44.139,Italy,Hahn,7.439,50.581,Germany,1,755
Pisa,10.654,44.139,Italy,Gerona,3.267,42.501,Spain,1,624
Pisa,10.654,44.139,Italy,Fuerteventura,-13.773,28.754,Spain,1,2756
Pisa,10.654,44.139,Italy,Eindhoven,5.624,51.75,Netherlands,1,924
Pisa,10.654,44.139,Italy,Dublin,-5.784,53.702,Ireland,1,1597
Pisa,10.654,44.139,Italy,Charleroi,4.756,50.765,Belgium,1,859
Pisa,10.654,44.139,Italy,Constanta,28.813,44.603,Romania,1,1441
Pisa,10.654,44.139,Italy,Beauvais,2.187,49.757,France,1,895
Poznan,17.377,52.701,Poland,Rygge,11.308,59.631,Norway,1,856
Poznan,17.377,52.701,Poland,Madrid,-3.278,40.822,Spain,1,2041
Poznan,17.377,52.701,Poland,Liverpool,-2.75,53.556,United Kingdom,1,1341
Poznan,17.377,52.701,Poland,Edinburgh,-2.955,56.583,United Kingdom,1,1371
Poznan,17.377,52.701,Poland,Dublin,-5.784,53.702,Ireland,1,1539
Poznan,17.377,52.701,Poland,Bristol,-2.532,51.637,United Kingdom,1,1358
Poznan,17.377,52.701,Poland,Bergamo,10.173,46.123,Italy,1,897
Palermo,13.151,38.293,Italy,Weeze,6.236,52.003,Germany,1,1616
Palma de Mallorca,3.212,39.922,Spain,Charleroi,4.756,50.765,Belgium,1,1211
Parma,10.493,45.374,Italy,London,-0.103,51.795,United Kingdom,1,1055
Poitiers,0.511,46.979,France,London,-0.103,51.795,United Kingdom,1,537
Prestwick,-4.312,55.849,United Kingdom,Wroclaw,17.476,51.171,Poland,1,1524
Prestwick,-4.312,55.849,United Kingdom,Tenerife,-16.288,28.074,Spain,1,3232
Prestwick,-4.312,55.849,United Kingdom,Riga,24.618,57.539,Latvia,1,1762
Prestwick,-4.312,55.849,United Kingdom,Gran Canaria,-14.978,28.553,Spain,1,3151
Prestwick,-4.312,55.849,United Kingdom,Fuerteventura,-13.773,28.754,Spain,1,3105
Prestwick,-4.312,55.849,United Kingdom,Faro,-7.944,37.024,Portugal,1,2110
Prestwick,-4.312,55.849,United Kingdom,Dublin,-5.784,53.702,Ireland,1,256
Prestwick,-4.312,55.849,United Kingdom,Beauvais,2.187,49.757,France,1,805
Prestwick,-4.312,55.849,United Kingdom,Alicante,-0.264,38.47,Spain,1,1955
Prestwick,-4.312,55.849,United Kingdom,Malaga,-4.166,37.124,Spain,1,2082
