departure city,arrival city,number of routes,distance
Minneapolis,San Jose Del Cabo,1,2900
Minneapolis,Tokyo,1,9470
Minneapolis,GeorgetownC,1,3085
Managua,Atlanta,1,2432
Montego Bay,Detroit,1,2658
Liberia,Minneapolis,1,3899
Liberia,Atlanta,1,2568
Lima,Atlanta,1,5113
Osaka,Seattle,1,8068
Johannesburg,Atlanta,1,13545
New York,Dakar,1,6110
Seoul,Detroit,1,10612
Honolulu,Fukuoka,1,7023
Hong Kong,Detroit,1,12582
Guayaquil,Atlanta,1,3989
Guatemala City,Atlanta,1,2211
Sao Paulo,Detroit,1,8195
Sao Paulo,Atlanta,1,7510
Rio De Janeiro,Atlanta,1,7673
Great Exuma,Atlanta,1,1381
GeorgetownC,Minneapolis,1,3085
GeorgetownC,Detroit,1,2549
GeorgetownC,Atlanta,1,1649
Fukuoka,Honolulu,1,7023
Buenos Aires,Atlanta,1,8105
Dubai,Atlanta,1,12149
Detroit,Quebec,1,1089
Detroit,Ottawa,1,694
Detroit,San Juan,1,3105
Detroit,San Jose Del Cabo,1,3245
Detroit,Puerto Vallarta,1,3116
Detroit,Punta Cana,1,2960
Detroit,Beijing,1,10626
Detroit,Tokyo,1,10218
Detroit,Nagoya,1,10447
Detroit,Nassau,1,1995
Detroit,Monterrey,1,2338
Detroit,Montego Bay,1,2658
Detroit,Seoul,1,10612
Detroit,Hong Kong,1,12582
Detroit,Sao Paulo,1,8195
Detroit,GeorgetownC,1,2549
Dakar,New York,1,6110
Caracas,Atlanta,1,3094
Belize City,Atlanta,1,1836
Brasilia,Atlanta,1,6737
Boston,Bermuda,1,1225
Kralendijk,Atlanta,1,2934
Bogota,Atlanta,1,3389
Bermuda,Boston,1,1225
Bermuda,Atlanta,1,1823
Atlanta,Zurich,1,7483
Atlanta,Hewandorra,1,3204
Atlanta,Quito,1,3789
Atlanta,Tegucigalpa,1,2235
Atlanta,Philipsburg,1,2779
Atlanta,St. Croix Island,1,2611
Atlanta,St. Thomas,1,2558
Atlanta,Basse Terre,1,2821
Atlanta,Santo Domingo,1,2236
Atlanta,SantiagoC,1,7586
Atlanta,San Pedro Sula,1,2071
Atlanta,San Salvador,1,2302
Atlanta,Roatan,1,1961
Atlanta,Providenciales,1,1774
Atlanta,Tokyo,1,10924
Atlanta,Managua,1,2432
Atlanta,Liberia,1,2568
Atlanta,Lima,1,5113
Atlanta,Johannesburg,1,13545
Atlanta,Guayaquil,1,3989
Atlanta,Guatemala City,1,2211
Atlanta,Sao Paulo,1,7510
Atlanta,Rio De Janeiro,1,7673
Atlanta,Great Exuma,1,1381
Atlanta,GeorgetownC,1,1649
Atlanta,Buenos Aires,1,8105
Atlanta,Dubai,1,12149
Atlanta,Caracas,1,3094
Atlanta,Belize City,1,1836
Atlanta,Brasilia,1,6737
Atlanta,Kralendijk,1,2934
Atlanta,Bogota,1,3389
Atlanta,Bermuda,1,1823
Atlanta,Antigua,1,2910
Atlanta,Accra,1,9122
Antigua,Atlanta,1,2910
Accra,Atlanta,1,9122
Christmas Island,Perth,1,2653
Tongatapu,Sydney,1,3653
Sydney,Tongatapu,1,3653
Sydney,Faleolo,1,4376
Perth,Christmas Island,1,2653
Denpasar,Adelaide,1,3787
Brisbane,Faleolo,1,3961
Adelaide,Denpasar,1,3787
Zanzibar,Frankfurt,1,6857
Varadero,Frankfurt,1,8062
Vienna,Punta Cana,1,8078
Hewandorra,Bridgetown,1,226
Stuttgart,Santa Cruz De La Palma,1,3194
Sharm El Sheikh,Munich,1,2926
Sharm El Sheikh,Frankfurt,1,3220
Salvador,Frankfurt,1,8343
Santa Cruz De La Palma,Stuttgart,1,3194
Santa Cruz De La Palma,Munich,1,3343
Santa Cruz De La Palma,Frankfurt,1,3224
San Juan,Frankfurt,1,7306
Sharjah,Frankfurt,1,4830
Mahe,Frankfurt,1,7542
Santo Domingo,Frankfurt,1,7601
Recife,Frankfurt,1,7667
Punta Cana,Vienna,1,8078
Punta Cana,Frankfurt,1,7475
Puerto Plata,Frankfurt,1,7534
Munich,Sharm El Sheikh,1,2926
Munich,Santa Cruz De La Palma,1,3343
Munich,Agadir,1,2700
Munich,Las Palmas,1,3033
Male,Frankfurt,1,7874
Montego Bay,Frankfurt,1,8187
Mombasa,Frankfurt,1,6644
La Romana,Frankfurt,1,7556
Leipzig,Fuerteventura,1,3348
Las Vegas,Frankfurt,1,8946
Klagenfurt,Hamburg,1,823
Holguin,Montego Bay,1,344
Holguin,Frankfurt,1,7843
Havana,Frankfurt,1,8079
Hamburg,Santa Cruz De La Palma,1,3592
Hamburg,Klagenfurt,1,823
Hamburg,Agadir,1,3050
Frankfurt,Varadero,1,8062
Frankfurt,Hewandorra,1,7364
Frankfurt,Scarborough,1,7601
Frankfurt,Sharm El Sheikh,1,3220
Frankfurt,Salvador,1,8343
Frankfurt,Santa Cruz De La Palma,1,3224
Frankfurt,San Juan,1,7306
Frankfurt,Sharjah,1,4830
Frankfurt,Mahe,1,7542
Frankfurt,Santo Domingo,1,7601
Frankfurt,Recife,1,7667
Frankfurt,Punta Cana,1,7475
Frankfurt,Puerto Plata,1,7534
Frankfurt,Nairobi,1,6282
Frankfurt,Male,1,7874
Frankfurt,Montego Bay,1,8187
Frankfurt,Mombasa,1,6644
Frankfurt,La Romana,1,7556
Frankfurt,Las Vegas,1,8946
Frankfurt,Kilimanjaro,1,6491
Frankfurt,Holguin,1,7843
Frankfurt,Phuket,1,9283
Frankfurt,Havana,1,8079
Frankfurt,Fort Lauderdale,1,7711
Frankfurt,Cancun,1,8621
Frankfurt,Banjul,1,4661
Frankfurt,Bridgetown,1,7331
Frankfurt,Antigua,1,7167
Frankfurt,Agadir,1,2635
Frankfurt,Las Palmas,1,2941
Funchal,Munich,1,2947
Fort Lauderdale,Frankfurt,1,7711
Cancun,Frankfurt,1,8621
Banjul,Frankfurt,1,4661
Bridgetown,Frankfurt,1,7331
Antigua,Puerto Plata,1,969
Agadir,Munich,1,2700
Agadir,Hamburg,1,3050
Agadir,Frankfurt,1,2635
Tianjin,Kuala Lumpur,1,4291
Coolangatta,Kuala Lumpur,1,6503
Kuala Lumpur,Tianjin,1,4291
Kuala Lumpur,Coolangatta,1,6503
Kuala Lumpur,Hangzhou,1,3592
Kuala Lumpur,Chengdu,1,3092
Kuala Lumpur,Christchurch,1,8711
Hangzhou,Kuala Lumpur,1,3592
Chengdu,Kuala Lumpur,1,3092
Christchurch,Kuala Lumpur,1,8711
Johannesburg,Brazzaville,1,2793
Brazzaville,Johannesburg,1,2793
Zhanjiang,Hong Kong,1,425
Vancouver,Guangzhou,1,10188
Urumqi,Tbilisi,1,3386
Urumqi,Osh,1,1241
Urumqi,Khudzhand,1,1515
Urumqi,Istanbul,1,4654
Urumqi,Ashkhabad,1,2499
Taipei,Guilin,1,1138
Taipei,Guiyang,1,1417
Taipei,Changchun,1,2115
Toyama,Dalian,1,1371
Tbilisi,Urumqi,1,3386
Sydney,Guangzhou,1,7545
Shantou,Hong Kong,1,296
Shantou,Bangkok,1,1976
Shenyang,Nagoya,1,1386
Shenyang,Hong Kong,1,2284
Shenyang,Fukuoka,1,1063
Shenyang,Cheju,1,913
Chingchuakang,Changchun,1,2196
Siem-reap,Guangzhou,1,1467
Phnom-penh,Guangzhou,1,1560
Penang,Guangzhou,1,2454
Tokyo,Harbin,1,1607
Tokyo,Changchun,1,1559
Nagoya,Shenyang,1,1386
Nagoya,Dalian,1,1436
Nagoya,Changchun,1,1399
Meixian,Hong Kong,1,287
Male,Guangzhou,1,4758
Melbourne,Guangzhou,1,7570
Khudzhand,Urumqi,1,1515
Guilin,Taipei,1,1138
Guiyang,Taipei,1,1417
Kathmandu,Guangzhou,1,2828
Osaka,Harbin,1,1468
Osaka,Changchun,1,1344
Niigata,Harbin,1,1378
Istanbul,Urumqi,1,4654
Tehran,Urumqi,1,3285
Harbin,Tokyo,1,1607
Harbin,Osaka,1,1468
Harbin,Niigata,1,1378
Hong Kong,Zhanjiang,1,425
Hong Kong,Shantou,1,296
Hong Kong,Shenyang,1,2284
Hong Kong,Meixian,1,287
Hong Kong,Zhengzhou,1,1373
Fukuoka,Shenyang,1,1063
Fukuoka,Guangzhou,1,2030
Dalian,Toyama,1,1371
Dalian,Nagoya,1,1436
Dalian,Sapporo,1,1732
Dalian,Cheju,1,775
Delhi,Guangzhou,1,3654
Dhaka,Guangzhou,1,2317
Sapporo,Dalian,1,1732
Cheju,Shenyang,1,913
Cheju,Dalian,1,775
Cheju,Changchun,1,1126
Changchun,Taipei,1,2115
Changchun,Chingchuakang,1,2196
Changchun,Tokyo,1,1559
Changchun,Nagoya,1,1399
Changchun,Osaka,1,1344
Changchun,Cheju,1,1126
Zhengzhou,Hong Kong,1,1373
Guangzhou,Vancouver,1,10188
Guangzhou,Sydney,1,7545
Guangzhou,Siem-reap,1,1467
Guangzhou,Phnom-penh,1,1560
Guangzhou,Penang,1,2454
Guangzhou,Male,1,4758
Guangzhou,Melbourne,1,7570
Guangzhou,Kathmandu,1,2828
Guangzhou,Fukuoka,1,2030
Guangzhou,Delhi,1,3654
Guangzhou,Dhaka,1,2317
Guangzhou,Auckland,1,9301
Bangkok,Shantou,1,1976
Ashkhabad,Urumqi,1,2499
Auckland,Guangzhou,1,9301
Zurich,Larnaca,1,2480
Larnaca,Zurich,1,2480
Larnaca,Paris,1,2942
Paris,Larnaca,1,2942
Surabaya,Hong Kong,1,3280
Riyadh,Hong Kong,1,6773
Milano,Hong Kong,1,9328
Madras,Hong Kong,1,3739
Hong Kong,Surabaya,1,3280
Hong Kong,Riyadh,1,6773
Hong Kong,Milano,1,9328
Hong Kong,Madras,1,3739
Hong Kong,Rome,1,9275
Hong Kong,Bahrain,1,6373
Hong Kong,Abu Dhabi,1,6012
Hong Kong,Adelaide,1,6883
Rome,Hong Kong,1,9275
Cairns,Hong Kong,1,5571
Bahrain,Hong Kong,1,6373
Abu Dhabi,Hong Kong,1,6012
Adelaide,Hong Kong,1,6883
Toronto,Camaguey,1,2498
Toronto,Cienfuegos,1,2433
Montreal,Havana,1,2576
Montreal,Camaguey,1,2704
Montreal,Cienfuegos,1,2681
Halifax,Santa Clara,1,2937
Halifax,Holguin,1,2924
Santa Clara,Halifax,1,2937
Santo Domingo,Havana,1,1412
Santiago De Cuba,Montreal,1,2805
Paris,Santiago De Cuba,1,7477
Madrid,Santiago De Cuba,1,7078
Holguin,Halifax,1,2924
Havana,Montreal,1,2576
Havana,Santo Domingo,1,1412
Havana,Buenos Aires,1,6957
Buenos Aires,Varadero,1,6860
Buenos Aires,Santa Clara,1,6793
Buenos Aires,Holguin,1,6500
Buenos Aires,Cayo,1,6760
Buenos Aires,Cayo Coco,1,6738
Camaguey,Toronto,1,2498
Cienfuegos,Toronto,1,2433
Cienfuegos,Montreal,1,2681
Rostov,Karlovy Vary,1,1977
St. Petersburg,Turany,1,1491
Karlovy Vary,Rostov,1,1977
Moscow,Turany,1,1604
Turany,St. Petersburg,1,1491
Turany,Moscow,1,1604
Quito,Houston,1,3796
Saipan,Agana,1,182
Santo Domingo,Newark,1,2526
Punta Cana,Newark,1,2527
Port-of-spain,Houston,1,4128
Port-of-spain,Newark,1,3577
Puerto Plata,Newark,1,2344
Lagos,Houston,1,10412
Houston,Quito,1,3796
Houston,Port-of-spain,1,4128
Houston,Lagos,1,10412
Houston,Caracas,1,3611
Agana,Saipan,1,182
Newark,Santo Domingo,1,2526
Newark,Punta Cana,1,2527
Newark,Port-of-spain,1,3577
Newark,Puerto Plata,1,2344
Caracas,Houston,1,3611
Toronto,Panama City,1,3893
Santa Cruz,Panama City,1,3457
ValenciaV,Panama City,1,1222
Tegucigalpa,Panama City,1,1007
Philipsburg,Panama City,1,2036
Punta Cana,Panama City,1,1614
Panama City,Toronto,1,3893
Panama City,Santa Cruz,1,3457
Panama City,ValenciaV,1,1222
Panama City,Tegucigalpa,1,1007
Panama City,Philipsburg,1,2036
Panama City,Punta Cana,1,1614
Panama City,Port-of-spain,1,1989
Panama City,Porto Alegre,1,5301
Panama City,Pereira,1,562
Panama City,Port-au-prince,1,1338
Panama City,Nassau,1,1784
Panama City,Montevideo,1,5471
Panama City,Monterrey,1,2886
Panama City,Montego Bay,1,1087
Panama City,Maracaibo,1,837
Panama City,Manaus,1,2517
Panama City,Lima,1,2294
Panama City,Kingston,1,1079
Panama City,Guatemala City,1,1384
Panama City,Rio De Janeiro,1,5297
Panama City,Buenos Aires,1,5339
Panama City,Cucuta,1,748
Panama City,Cartagena,1,451
Panama City,Cordoba,1,4736
Panama City,Belo Horizonte,1,4976
Panama City,Cali,1,667
Panama City,Brasilia,1,4404
Panama City,Bucaramanga,1,728
Panama City,Barranquilla,1,542
Panama City,Asuncion,1,4443
Panama City,San Andres Island,1,510
Port-of-spain,Panama City,1,1989
Porto Alegre,Panama City,1,5301
Pereira,Panama City,1,562
Port-au-prince,Panama City,1,1338
Nassau,Panama City,1,1784
Montevideo,Panama City,1,5471
Monterrey,Panama City,1,2886
Rio Negro,Caracas,1,1029
Montego Bay,Panama City,1,1087
Maracaibo,Panama City,1,837
Manaus,Panama City,1,2517
Lima,Panama City,1,2294
Kingston,Panama City,1,1079
Guatemala City,Panama City,1,1384
Rio De Janeiro,Panama City,1,5297
Buenos Aires,Panama City,1,5339
Cancun,Bogota,1,2270
Cucuta,Panama City,1,748
Cartagena,Panama City,1,451
Cordoba,Panama City,1,4736
Belo Horizonte,Panama City,1,4976
Cali,Panama City,1,667
Caracas,Rio Negro,1,1029
Brasilia,Panama City,1,4404
Bogota,Cancun,1,2270
Bucaramanga,Panama City,1,728
Barranquilla,Panama City,1,542
Asuncion,Panama City,1,4443
San Andres Island,Panama City,1,510
Vienna,Taipei,1,8945
Taipei,Vienna,1,8945
Taipei,Sydney,1,7285
Taipei,Babelthuap,1,2419
Taipei,Yangon,1,2735
Taipei,Penang,1,3120
Taipei,Okinawa,1,682
Taipei,London,1,9744
Taipei,Miyazaki,1,1296
Taipei,Phuket,1,3068
Taipei,Hiroshima,1,1581
Taipei,Frankfurt,1,9349
Taipei,Chiang Mai,1,2331
Shenzhen,Kaohsiung,1,637
Sydney,Taipei,1,7285
Singapore,Kaohsiung,1,2933
Babelthuap,Taipei,1,2419
Chingchuakang,Chongqing,1,1519
Yangon,Taipei,1,2735
Penang,Taipei,1,3120
Beijing,Kaohsiung,1,1939
Okinawa,Taipei,1,682
Nagoya,Kaohsiung,1,2131
Manila,Kaohsiung,1,903
London,Taipei,1,9744
Kuala Lumpur,Kaohsiung,1,2954
Miyazaki,Taipei,1,1296
Osaka,New York,1,11080
Kaohsiung,Shenzhen,1,637
Kaohsiung,Singapore,1,2933
Kaohsiung,Beijing,1,1939
Kaohsiung,Nagoya,1,2131
Kaohsiung,Manila,1,903
Kaohsiung,Kuala Lumpur,1,2954
Kaohsiung,Chongqing,1,1564
New York,Osaka,1,11080
Phuket,Taipei,1,3068
Hiroshima,Taipei,1,1581
Frankfurt,Taipei,1,9349
Chiang Mai,Taipei,1,2331
Chongqing,Chingchuakang,1,1519
Chongqing,Kaohsiung,1,1564
Xiamen,Jakarta,1,3593
Wuhan,Tokyo,1,2483
Tianjin,Chingchuakang,1,1673
Taegu,Beijing,1,1131
Sydney,Beijing,1,8955
Ho Chi Minh City,Beijing,1,3343
Chingchuakang,Tianjin,1,1673
Shanghai,Milano,1,9110
Beijing,Taegu,1,1131
Beijing,Sydney,1,8955
Beijing,Ho Chi Minh City,1,3343
Beijing,Milano,1,8051
Beijing,Melbourne,1,9101
Beijing,Madrid,1,9177
Beijing,Delhi,1,3815
Tokyo,Wuhan,1,2483
Milano,Shanghai,1,9110
Milano,Beijing,1,8051
Melbourne,Beijing,1,9101
Madrid,Beijing,1,9177
Lhasa,Kathmandu,1,595
Kathmandu,Lhasa,1,595
Karachi,Chengdu,1,3687
Seoul,Hefei,1,1038
Chita,Hailar,1,569
Hailar,Chita,1,569
Hefei,Seoul,1,1038
Delhi,Beijing,1,3815
Chengdu,Karachi,1,3687
Chengdu,Bangalore,1,3323
Jakarta,Xiamen,1,3593
Bangalore,Chengdu,1,3323
Toronto,Port-of-spain,1,4089
Scarborough,New York,1,3547
Philipsburg,Port-of-spain,1,805
Philipsburg,Kingston,1,1492
Port-of-spain,Toronto,1,4089
Port-of-spain,Philipsburg,1,805
Port-of-spain,Kingston,1,1889
Port-of-spain,New York,1,3568
Port-of-spain,GeorgetownG,1,577
Port-of-spain,Fort Lauderdale,1,2584
Port-of-spain,Caracas,1,664
Port-of-spain,Antigua,1,698
Nassau,Montego Bay,1,696
Orlando,Kingston,1,1207
Kingston,Philipsburg,1,1492
Kingston,Port-of-spain,1,1889
Kingston,Nassau,1,724
Kingston,Orlando,1,1207
Kingston,Bridgetown,1,1964
Kingston,Antigua,1,1592
New York,Scarborough,1,3547
New York,Port-of-spain,1,3568
GeorgetownG,Port-of-spain,1,577
Fort Lauderdale,Port-of-spain,1,2584
Caracas,Port-of-spain,1,664
Bridgetown,Kingston,1,1964
Antigua,Port-of-spain,1,698
Antigua,Kingston,1,1592
Villafranca,Havana,1,8411
Milano,Havana,1,8231
Milano,Cayo,1,8299
Havana,Milano,1,8231
Cayo,Milano,1,8299
Cancun,Villafranca,1,8963
Zurich,Riga,1,1509
Vilnius,Riga,1,281
Vaasa,Umea,1,163
Vaasa,Riga,1,629
Umea,Vaasa,1,163
Berlin,Riga,1,870
Tampere,Riga,1,462
Tel-aviv,Riga,1,2956
Tallinn-ulemiste International,Riga,1,243
Turku,Riga,1,389
Stavanger,Riga,1,1095
Rovaniemi,Riga,1,1049
Riga,Zurich,1,1509
Riga,Vilnius,1,281
Riga,Vaasa,1,629
Riga,Berlin,1,870
Riga,Tampere,1,462
Riga,Tel-aviv,1,2956
Riga,Tallinn-ulemiste International,1,243
Riga,Turku,1,389
Riga,Stavanger,1,1095
Riga,Rovaniemi,1,1049
Riga,Palanga,1,232
Riga,Munich,1,1287
Riga,Lappeenranta,1,443
Riga,Kaunas,1,216
Riga,Hamburg,1,953
Riga,Dubai,1,4330
Riga,Duesseldorf,1,1300
Riga,Paris,1,1714
Riga,Billund,1,942
Riga,Bergen,1,1145
Riga,BarcelonaS,1,2389
Riga,Amsterdam,1,1347
Riga,Alesund,1,1175
Palanga,Riga,1,232
Munich,Riga,1,1287
Lappeenranta,Riga,1,443
Kaunas,Riga,1,216
Hamburg,Riga,1,953
Dubai,Riga,1,4330
Duesseldorf,Riga,1,1300
Paris,Riga,1,1714
Billund,Riga,1,942
Bergen,Riga,1,1145
BarcelonaS,Riga,1,2389
Amsterdam,Riga,1,1347
Alesund,Riga,1,1175
Toronto,Taipei,1,12028
Tianjin,Kaohsiung,1,1828
Taipei,Toronto,1,12028
Taipei,Surabaya,1,3674
Taipei,New York,1,12493
Taipei,Paris,1,9768
Surabaya,Taipei,1,3674
Ninbo,Kaohsiung,1,832
Guilin,Kaohsiung,1,1099
Kaohsiung,Tianjin,1,1828
Kaohsiung,Ninbo,1,832
Kaohsiung,Guilin,1,1099
Kaohsiung,Zhengzhou,1,1453
Kaohsiung,Guangzhou,1,727
Zhengzhou,Kaohsiung,1,1453
Paris,Taipei,1,9768
Guangzhou,Kaohsiung,1,727
Maun,Johannesburg,1,787
Lusaka,Gaberone,1,1067
Johannesburg,Maun,1,787
Johannesburg,Francistown,1,555
Johannesburg,Kasane,1,930
Harare,Gaberone,1,855
Gaberone,Lusaka,1,1067
Francistown,Johannesburg,1,555
Kasane,Johannesburg,1,930
Calicut,Bahrain,1,3164
Bahrain,Calicut,1,3164
Shanghai,Brunei,1,2940
Melbourne,Brunei,1,5697
Jeddah,Brunei,1,8363
Dubai,Brunei,1,6730
Brunei,Shanghai,1,2940
Brunei,Melbourne,1,5697
Brunei,Jeddah,1,8363
Brunei,Dubai,1,6730
Brunei,Kota Kinabalu,1,125
Kota Kinabalu,Brunei,1,125
Sylhet Osmani,Dubai,1,3684
Milano,Dhaka,1,7445
Manchester,Dhaka,1,8003
Jeddah,Chittagong,1,5433
Dubai,Sylhet Osmani,1,3684
Dhaka,London,1,7951
Dhaka,Hong Kong,1,2440
Dhaka,Rome,1,7278
Chittagong,Jeddah,1,5433
Chittagong,Bangkok,1,1314
Chittagong,Abu Dhabi,1,3795
Bangkok,Chittagong,1,1314
Abu Dhabi,Chittagong,1,3795
Salzburg,Southampton,1,1058
Salzburg,Exeter,1,1192
Southampton,Salzburg,1,1058
Southampton,Isle Of Man,1,366
Southampton,Hannover,1,765
Southampton,Geneva,1,775
Southampton,Frankfurt,1,711
Southampton,Duesseldorf,1,567
Southampton,Dublin,1,403
Southampton,Brussels,1,396
Southampton,Amsterdam,1,436
Connaught,Manchester,1,462
Manchester,Connaught,1,462
Manchester,Isle Of Man,1,179
Jersey,Exeter,1,230
Jersey,Birmingham,1,379
Isle Of Man,Southampton,1,366
Isle Of Man,Manchester,1,179
Isle Of Man,Geneva,1,1139
Isle Of Man,Glasgow,1,258
Isle Of Man,Edinburgh,1,286
Isle Of Man,Bristol,1,304
Isle Of Man,Birmingham,1,240
Inverness,Amsterdam,1,812
Hannover,Southampton,1,765
Hannover,Birmingham,1,787
Geneva,Southampton,1,775
Geneva,Isle Of Man,1,1139
Geneva,Exeter,1,860
Glasgow,Isle Of Man,1,258
Glasgow,Dongloe,1,285
Guernsey,Exeter,1,173
Guernsey,Birmingham,1,341
Frankfurt,Southampton,1,711
Exeter,Salzburg,1,1192
Exeter,Jersey,1,230
Exeter,Geneva,1,860
Exeter,Guernsey,1,173
Exeter,Dublin,1,332
Exeter,Amsterdam,1,587
Edinburgh,Isle Of Man,1,286
Duesseldorf,Southampton,1,567
Dublin,Southampton,1,403
Dublin,Exeter,1,332
Dongloe,Glasgow,1,285
Brussels,Southampton,1,396
Bristol,Isle Of Man,1,304
Birmingham,Jersey,1,379
Birmingham,Isle Of Man,1,240
Birmingham,Hannover,1,787
Birmingham,Guernsey,1,341
Amsterdam,Southampton,1,436
Amsterdam,Inverness,1,812
Amsterdam,Exeter,1,587
Manchester,Lyon,1,958
Lyon,Manchester,1,958
London,Freetown,1,4891
Khartoum,Beirut,1,2064
Baku,Bishkek,1,2053
Groningen,Aberdeen,1,713
Bishkek,Baku,1,2053
Freetown,London,1,4891
Esbjerg,Aberdeen,1,667
Beirut,Khartoum,1,2064
Amritsar,Alma-ata,1,1277
Alma-ata,Amritsar,1,1277
Aberdeen,Groningen,1,713
Aberdeen,Esbjerg,1,667
Christiansted,San Luis,1,6131
San Luis,Christiansted,1,6131
Hewandorra,Port-of-spain,1,359
Punta Cana,Antigua,1,691
Pristina,London,1,1862
Port-of-spain,Hewandorra,1,359
Oslo,Aarhus,1,425
Nassau,London,1,6970
Nassau,GeorgetownC,1,734
Mexico City,London,1,8850
Manchester,Billund,1,763
Madras,London,1,8161
Lusaka,London,1,7921
London,Nassau,1,6970
London,Mexico City,1,8850
London,Madras,1,8161
London,Lusaka,1,7921
London,Hyderabad,1,7707
London,Buenos Aires,1,11153
London,Entebbe,1,6519
London,Dar Es Salaam,1,7515
London,Bangalore,1,8017
London,Pristina,1,1862
London,Dubrovnik,1,1701
London,Bermuda,1,5509
Hyderabad,London,1,7707
Gothenborg,Aarhus,1,198
GeorgetownC,Nassau,1,734
Buenos Aires,London,1,11153
Entebbe,London,1,6519
Duesseldorf,Billund,1,543
Dubrovnik,London,1,1701
Dar Es Salaam,London,1,7515
Brussels,Billund,1,601
Stockholm,Aarhus,1,591
Bangalore,London,1,8017
Billund,Manchester,1,763
Billund,Duesseldorf,1,543
Billund,Brussels,1,601
Bridgetown,Scarborough,1,269
Bermuda,London,1,5509
Antigua,Punta Cana,1,691
Aarhus,Oslo,1,425
Aarhus,Gothenborg,1,198
Aarhus,Stockholm,1,591
Fengnin,Nanjing,1,1012
Qingdao,Kaohsiung,1,1499
Shenzhen,Chingchuakang,1,697
Chingchuakang,Shenzhen,1,697
Nanjing,Fengnin,1,1012
Kunming,Kaohsiung,1,1781
Kaohsiung,Qingdao,1,1499
Kaohsiung,Kunming,1,1781
Hewandorra,New York,1,3228
Philipsburg,Boston,1,2826
SantiagoD,Boston,1,2549
San Juan,Jacksonville,1,2108
San Juan,Boston,1,2696
San JoseC,Orlando,1,2029
Santo Domingo,Orlando,1,1605
Santo Domingo,Boston,1,2657
Ponce,Orlando,1,1902
Ponce,New York,1,2657
Puerto Plata,New York,1,2334
Nassau,New York,1,1808
Nassau,White Plains,1,1815
Nassau,Boston,1,2046
Orlando,San JoseC,1,2029
Orlando,Santo Domingo,1,1605
Orlando,Ponce,1,1902
Orlando,Aguadilla,1,1821
La Romana,New York,1,2522
Liberia,New York,1,3532
New York,Hewandorra,1,3228
New York,Ponce,1,2657
New York,Puerto Plata,1,2334
New York,Nassau,1,1808
New York,La Romana,1,2522
New York,Liberia,1,3532
New York,Aguadilla,1,2563
Jacksonville,San Juan,1,2108
White Plains,Nassau,1,1815
Aguadilla,Orlando,1,1821
Aguadilla,New York,1,2563
Boston,Philipsburg,1,2826
Boston,SantiagoD,1,2549
Boston,San Juan,1,2696
Boston,Santo Domingo,1,2657
Boston,Nassau,1,2046
Boston,Oranjestad,1,3311
Oranjestad,Boston,1,3311
Tselinograd,Minsk 2,1,2919
Tel-aviv,Minsk 2,1,2564
Tbilisi,Minsk 2,1,1879
Berlin,Minsk 2,1,972
Sverdlovsk,Minsk 2,1,2078
Milano,Minsk 2,1,1625
Minsk 2,Tselinograd,1,2919
Minsk 2,Tel-aviv,1,2564
Minsk 2,Tbilisi,1,1879
Minsk 2,Berlin,1,972
Minsk 2,Sverdlovsk,1,2078
Minsk 2,Milano,1,1625
Minsk 2,London,1,1888
Minsk 2,Larnaca,1,2164
Minsk 2,Kaliningrad,1,464
Minsk 2,Tehran,1,2797
Minsk 2,Hannover,1,1192
Minsk 2,Rome,1,1767
Minsk 2,Yerevan,1,2006
Minsk 2,Paris,1,1821
Minsk 2,Batumi,1,1720
Minsk 2,Beirut,1,2315
Minsk 2,Ashkhabad,1,2886
Minsk 2,Stockholm,1,845
Minsk 2,Amsterdam,1,1515
London,Minsk 2,1,1888
Larnaca,Minsk 2,1,2164
Kaliningrad,Minsk 2,1,464
Tehran,Minsk 2,1,2797
Hannover,Minsk 2,1,1192
Rome,Minsk 2,1,1767
Yerevan,Minsk 2,1,2006
Paris,Minsk 2,1,1821
Batumi,Minsk 2,1,1720
Beirut,Minsk 2,1,2315
Ashkhabad,Minsk 2,1,2886
Stockholm,Minsk 2,1,845
Amsterdam,Minsk 2,1,1515
Tripoli,Rome,1,1029
Santiago De Cuba,Rome,1,8334
Tokyo,Milano,1,9652
Tokyo,Rome,1,9817
Milano,Tokyo,1,9652
Milan,BarcelonaS,1,755
Osaka,Rome,1,9670
Sao Paulo,Rome,1,9425
Rio De Janeiro,Rome,1,9177
Rome,Tripoli,1,1029
Rome,Tokyo,1,9817
Rome,Lagos,1,4029
Rome,Osaka,1,9670
Rome,Havana,1,8608
Rome,Sao Paulo,1,9425
Rome,Rio De Janeiro,1,9177
Rome,Ankara,1,1785
Rome,Caracas,1,8318
Ankara,Rome,1,1785
Caracas,Rome,1,8318
BarcelonaS,Milan,1,755
Accra,Rome,1,4210
Vilnius,Helsinki,1,608
Vienna,Helsinki,1,1479
Tallinn-ulemiste International,Helsinki,1,94
Singapore,Helsinki,1,9257
Milano,Helsinki,1,1932
Seoul,Helsinki,1,6975
Hong Kong,Helsinki,1,7784
Helsinki,Vilnius,1,608
Helsinki,Vienna,1,1479
Helsinki,Tallinn-ulemiste International,1,94
Helsinki,Singapore,1,9257
Helsinki,Milano,1,1932
Helsinki,Seoul,1,6975
Helsinki,Hong Kong,1,7784
Helsinki,Gothenborg,1,791
Helsinki,Delhi,1,5165
Helsinki,Bangkok,1,7858
