departure city,arrival city,number of routes,distance
Charleroi,Dublin,1,787
Charleroi,Rome,1,1103
Charleroi,Carcassonne,1,840
Charleroi,Cagliari,1,1306
Charleroi,Bratislava,1,948
Charleroi,Bordeaux,1,715
Charleroi,Bologna,1,822
Charleroi,Bergamo,1,652
Charleroi,Brindisi,1,1511
Charleroi,BarcelonaS,1,1050
Charleroi,Ancona,1,1000
Charleroi,Alicante,1,1422
Charleroi,Malaga,1,1673
Charleroi,Las Palmas,1,2796
Constanta,Pisa,1,1441
Rome,Zaragoza,1,1054
Rome,Wroclaw,1,1054
Rome,Tampere,1,2285
Rome,Sevilla,1,1632
Rome,Santander,1,1316
Rome,Rygge,1,1924
Rome,Weeze,1,1170
Rome,Liverpool,1,1675
Rome,Leipzig,1,1043
Rome,Krakow,1,1056
Rome,Hahn,1,991
Rome,Memmingen,1,718
Rome,Karlsruhe/Baden-Baden,1,841
Rome,Eindhoven,1,1164
Rome,Edinburgh,1,1925
Rome,Charleroi,1,1103
Rome,Beauvais,1,1139
Rome,Bratislava,1,764
Rome,Billund,1,1561
Carcassonne,London,1,958
Carcassonne,Liverpool,1,1197
Carcassonne,Dublin,1,1300
Carcassonne,Charleroi,1,840
Cagliari,Weeze,1,1416
Cagliari,Madrid,1,1062
Cagliari,Charleroi,1,1306
Cagliari,Beauvais,1,1271
Cagliari,BarcelonaS,1,632
Beziers,London,1,958
Beziers,Bristol,1,1009
Bydgoszcz,London,1,1273
Bydgoszcz,Weeze,1,846
Bydgoszcz,Dublin,1,1610
Bydgoszcz,Birmingham,1,1349
Beauvais,Zaragoza,1,873
Beauvais,Villafranca,1,830
Beauvais,ValenciaS,1,1120
Beauvais,Treviso,1,857
Beauvais,Torino,1,661
Beauvais,Trapani,1,1506
Beauvais,Tenerife,1,2875
Beauvais,Sevilla,1,1485
Beauvais,Santander,1,807
Beauvais,Rygge,1,1242
Beauvais,Pescara,1,1214
Beauvais,Pisa,1,895
Beauvais,Prestwick,1,805
Beauvais,Porto,1,1241
Beauvais,Stockholm,1,1544
Beauvais,Manchester,1,506
Beauvais,Madrid,1,1080
Beauvais,Kaunas,1,1607
Beauvais,Krakow,1,1294
Beauvais,Gothenborg,1,1143
Beauvais,Gerona,1,811
Beauvais,Faro,1,1632
Beauvais,Edinburgh,1,832
Beauvais,Dublin,1,702
Beauvais,Rome,1,1139
Beauvais,Cagliari,1,1271
Beauvais,Bratislava,1,1116
Beauvais,Bari,1,1505
Beauvais,Bologna,1,883
Beauvais,Bergamo,1,718
Beauvais,BarcelonaS,1,918
Beauvais,Malaga,1,1494
Bratislava,Liverpool,1,1519
Bratislava,Gran Canaria,1,3526
Bratislava,Edinburgh,1,1647
Bratislava,Dublin,1,1718
Bratislava,Charleroi,1,948
Bratislava,Rome,1,764
Bratislava,Beauvais,1,1116
Bratislava,Bristol,1,1465
Bratislava,Birmingham,1,1422
Bratislava,Bergamo,1,592
Bristol,Wroclaw,1,1384
Bristol,Rzeszow,1,1721
Bristol,Riga,1,1853
Bristol,Poznan,1,1358
Bristol,Malta,1,2174
Bristol,Kaunas,1,1801
Bristol,Katowice,1,1506
Bristol,Gdansk,1,1453
Bristol,Beziers,1,1009
Bristol,Bratislava,1,1465
Bristol,Bergamo,1,1110
Bari,ValenciaS,1,1476
Bari,London,1,1765
Bari,Weeze,1,1460
Bari,Malta,1,575
Bari,Madrid,1,1720
Bari,Hahn,1,1285
Bari,Beauvais,1,1505
Bremen,Vilnius,1,1074
Bremen,Sandefjord,1,696
Bremen,Tampere,1,1295
Bremen,Tallinn-ulemiste International,1,1227
Bremen,London,1,653
Bremen,Riga,1,1084
Bremen,Stockholm,1,960
Bremen,Manchester,1,738
Bremen,Gran Canaria,1,3373
Bremen,Gerona,1,1258
Bremen,Fuerteventura,1,3297
Bremen,Edinburgh,1,875
Bremen,Alicante,1,1782
Bremen,Malaga,1,2057
Bordeaux,Sevilla,1,960
Bordeaux,Porto,1,778
Bordeaux,Charleroi,1,715
Bologna,Zaragoza,1,1006
Bologna,Wroclaw,1,827
Bologna,ValenciaS,1,1107
Bologna,Sevilla,1,1647
Bologna,Weeze,1,879
Bologna,Malta,1,981
Bologna,Larnaca,1,2174
Bologna,Krakow,1,881
Bologna,Gerona,1,711
Bologna,Charleroi,1,822
Bologna,Beauvais,1,883
Bologna,Alicante,1,1206
Billund,Tenerife,1,3726
Billund,Gerona,1,1585
Billund,Rome,1,1561
Billund,Alicante,1,2096
Billund,Malaga,1,2348
Biarritz-bayonne,London,1,895
Birmingham,Rzeszow,1,1652
Birmingham,Malta,1,2219
Birmingham,Kaunas,1,1693
Birmingham,Katowice,1,1436
Birmingham,Gerona,1,1196
Birmingham,Gdansk,1,1351
Birmingham,Bydgoszcz,1,1349
Birmingham,Bratislava,1,1422
Bergamo,Zaragoza,1,953
Bergamo,Wroclaw,1,775
Bergamo,ValenciaS,1,1091
Bergamo,Sandefjord,1,1466
Bergamo,Tallinn-ulemiste International,1,1811
Bergamo,Tenerife,1,3061
Bergamo,Berlin,1,793
Bergamo,Sevilla,1,1616
Bergamo,London,1,978
Bergamo,Thessaloniki,1,1229
Bergamo,Santander,1,1123
Bergamo,SantiagoS,1,1461
Bergamo,Riga,1,1604
Bergamo,Poznan,1,897
Bergamo,Porto,1,1581
Bergamo,Stockholm,1,1646
Bergamo,Weeze,1,713
Bergamo,Marseille,1,463
Bergamo,Manchester,1,1190
Bergamo,Madrid,1,1232
Bergamo,Lappeenranta,1,2030
Bergamo,Liverpool,1,1238
Bergamo,Gran Canaria,1,2936
Bergamo,Lodz,1,964
Bergamo,Luebeck,1,916
Bergamo,Krakow,1,873
Bergamo,Hahn,1,535
Bergamo,Fuerteventura,1,2842
Bergamo,East Midlands,1,1130
Bergamo,Eindhoven,1,708
Bergamo,Dublin,1,1414
Bergamo,Charleroi,1,652
Bergamo,Beauvais,1,718
Bergamo,Bratislava,1,592
Bergamo,Bristol,1,1110
Bergamo,BarcelonaS,1,824
Bergamo,Alicante,1,1206
Bergamo,Las Palmas,1,2746
Brindisi,London,1,1851
Brindisi,Gerona,1,1277
Brindisi,Charleroi,1,1511
BarcelonaS,Treviso,1,962
BarcelonaS,Rygge,1,2113
BarcelonaS,Weeze,1,1209
BarcelonaS,Leeds,1,1463
BarcelonaS,Edinburgh,1,1716
BarcelonaS,Charleroi,1,1050
BarcelonaS,Cagliari,1,632
BarcelonaS,Beauvais,1,918
BarcelonaS,Bergamo,1,824
Ancona,London,1,1333
Ancona,Weeze,1,1041
Ancona,Madrid,1,1427
Ancona,Charleroi,1,1000
Alicante,Rygge,1,2491
Alicante,Prestwick,1,1955
Alicante,Weeze,1,1586
Alicante,Krakow,1,2076
Alicante,Hahn,1,1476
Alicante,Gothenborg,1,2368
Alicante,Memmingen,1,1417
Alicante,Karlsruhe/Baden-Baden,1,1377
Alicante,Edinburgh,1,2023
Alicante,Charleroi,1,1422
Alicante,Bremen,1,1782
Alicante,Bologna,1,1206
Alicante,Billund,1,2096
Alicante,Bergamo,1,1206
Alghero,London,1,1361
Alghero,Madrid,1,987
Alghero,Hahn,1,1062
Alghero,Gerona,1,461
Alghero,Eindhoven,1,1209
Malaga,Rygge,1,2735
Malaga,Prestwick,1,2082
Malaga,Weeze,1,1844
Malaga,Hahn,1,1757
Malaga,Memmingen,1,1740
Malaga,Edinburgh,1,2165
Malaga,Charleroi,1,1673
Malaga,Beauvais,1,1494
Malaga,Bremen,1,2057
Malaga,Billund,1,2348
Las Palmas,Prestwick,1,3007
Las Palmas,Weeze,1,2968
Las Palmas,Connaught,1,2798
Las Palmas,Hahn,1,2908
Las Palmas,Karlsruhe/Baden-Baden,1,2844
Las Palmas,Eindhoven,1,2919
Las Palmas,Charleroi,1,2796
Las Palmas,Bergamo,1,2746
Aarhus,London,1,892
Taiz,Dammam,1,1541
Sharjah,Mukalla,1,1330
Sharjah,Sayun Intl,1,1203
Sharjah,Aden,1,1762
Mukalla,Sharjah,1,1330
Jeddah,Hodeidah,1,892
Hodeidah,Jeddah,1,892
Sayun Intl,Sharjah,1,1203
Dammam,Taiz,1,1541
Dammam,Sanaa,1,1368
Dammam,Aden,1,1588
Aden,Sharjah,1,1762
Xuzhou,Hong Kong,1,1332
Shanghai,Phnom-penh,1,2764
Shanghai,Danang,1,2204
Phnom-penh,Shanghai,1,2764
Hong Kong,Xuzhou,1,1332
Danang,Shanghai,1,2204
San Juan,Baltimore,1,2523
Nassau,Baltimore,1,1583
Orlando,Oranjestad,1,2128
Montego Bay,Baltimore,1,2278
Cancun,Baltimore,1,2254
Baltimore,San Juan,1,2523
Baltimore,Nassau,1,1583
Baltimore,Montego Bay,1,2278
Baltimore,Cancun,1,2254
Baltimore,Oranjestad,1,3023
Oranjestad,Orlando,1,2128
Oranjestad,Baltimore,1,3023
Tarawa,Nandi,1,2194
Tongatapu,Nausori,1,775
Tongatapu,Nandi,1,878
Nausori,Tongatapu,1,775
Nausori,Funafuti,1,1023
Nausori,Auckland,1,2135
Nandi,Tarawa,1,2194
Nandi,Tongatapu,1,878
Honolulu,Faleolo,1,4186
Funafuti,Nausori,1,1023
Faleolo,Nandi,1,1245
Auckland,Nausori,1,2135
Sanford,Keflavik,1,5599
Seattle,Keflavik,1,5736
Manchester,Keflavik,1,1683
Keflavik,Sanford,1,5599
Keflavik,Seattle,1,5736
Keflavik,Manchester,1,1683
Keflavik,New York,1,4146
Keflavik,Glasgow,1,1343
Keflavik,Frankfurt,1,2435
Keflavik,Paris,1,2287
Keflavik,Boston,1,3852
Keflavik,Stockholm,1,2127
Keflavik,Amsterdam,1,2063
New York,Keflavik,1,4146
Glasgow,Keflavik,1,1343
Frankfurt,Keflavik,1,2435
Paris,Keflavik,1,2287
Boston,Keflavik,1,3852
Stockholm,Keflavik,1,2127
Amsterdam,Keflavik,1,2063
Urumqi,Kabul,1,1895
Moscow,Kabul,1,3286
Kandahar,Dubai,1,1272
Kandahar,Delhi,1,1080
Kabul,Urumqi,1,1895
Kabul,Moscow,1,3286
Kabul,Frankfurt,1,5079
Kabul,Ankara,1,3177
Frankfurt,Kabul,1,5079
Ankara,Kabul,1,3177
Dubai,Kandahar,1,1272
Delhi,Kandahar,1,1080
Shenzhen,Bangkok,1,1699
Phuket,Denpasar,1,2630
Denpasar,Phuket,1,2630
Bangkok,Shenzhen,1,1699
Zurich,Sofia,1,1257
Berlin,Sofia,1,1322
Sofia,Zurich,1,1257
Sofia,Berlin,1,1322
Sofia,Palma de Mallorca,1,1736
Sofia,Paphos,1,1183
Sofia,Brussels,1,1690
Sofia,Beirut,1,1433
Sofia,Amsterdam,1,1714
Sofia,Malaga,1,2447
Palma de Mallorca,Sofia,1,1736
Paphos,Sofia,1,1183
Brussels,Sofia,1,1690
Beirut,Sofia,1,1433
Amsterdam,Sofia,1,1714
Malaga,Sofia,1,2447
Zihuatanejo,Denver,1,2515
San Jose Del Cabo,Kansas City,1,2293
Puerto Vallarta,Kansas City,1,2261
Mazatlan,Denver,1,1913
Kansas City,San Jose Del Cabo,1,2293
Kansas City,Puerto Vallarta,1,2261
Kansas City,Cancun,1,2177
Indianapolis,Cancun,1,2129
Denver,Zihuatanejo,1,2515
Denver,Mazatlan,1,1913
Denver,Cozumel,1,2738
Cozumel,Denver,1,2738
Cancun,Kansas City,1,2177
Cancun,Indianapolis,1,2129
Nice,Geneva,1,271
Geneva,Nice,1,271
Toronto,Abu Dhabi,1,11067
Mahe,Abu Dhabi,1,3245
Minsk 2,Abu Dhabi,1,3986
Male,Abu Dhabi,1,3030
Kathmandu,Abu Dhabi,1,3053
Tehran,Abu Dhabi,1,1208
Erbil,Abu Dhabi,1,1638
Dublin,Abu Dhabi,1,5917
Chengdu,Abu Dhabi,1,4876
Jakarta,Abu Dhabi,1,6552
Bangalore,Abu Dhabi,1,2711
Baghdad,Abu Dhabi,1,1419
Abu Dhabi,Toronto,1,11067
Abu Dhabi,Mahe,1,3245
Abu Dhabi,Minsk 2,1,3986
Abu Dhabi,Male,1,3030
Abu Dhabi,Kathmandu,1,3053
Abu Dhabi,Tehran,1,1208
Abu Dhabi,Erbil,1,1638
Abu Dhabi,Dhaka,1,3587
Abu Dhabi,Chengdu,1,4876
Abu Dhabi,Jakarta,1,6552
Abu Dhabi,Bangalore,1,2711
Abu Dhabi,Baghdad,1,1419
Zanzibar,Addis Ababa,1,1704
Tel-aviv,Addis Ababa,1,2520
Pointe-noire,Addis Ababa,1,3374
Beijing,Addis Ababa,1,8271
Ouagadougou,Addis Ababa,1,4429
Yaounde,Libreville,1,456
Yaounde,Cotonou,1,1061
Niamey,Abuja,1,772
N'djamena,Addis Ababa,1,2665
Makale,Khartoum,1,787
Maputo,Addis Ababa,1,4007
Lusaka,Addis Ababa,1,2964
Lagos,Lome,1,245
Lagos,Libreville,1,969
Lagos,Addis Ababa,1,3948
Lilongwe,Lubumashi,1,743
Lilongwe,Addis Ababa,1,2647
Lome,Lagos,1,245
Lome,Abuja,1,729
Lome,Abidjan,1,593
Libreville,Yaounde,1,456
Libreville,Lagos,1,969
Libreville,Kinshasa,1,854
Libreville,Addis Ababa,1,3424
Luanda,Addis Ababa,1,3526
Khartoum,Bahar Dar,1,665
Djibouti,Dire Dawa,1,227
Washington,Addis Ababa,1,11496
Harare,Addis Ababa,1,3188
Kinshasa,Libreville,1,854
Kinshasa,Addis Ababa,1,3020
Lubumashi,Lilongwe,1,743
Lubumashi,Addis Ababa,1,2650
Dire Dawa,Djibouti,1,227
Cotonou,Yaounde,1,1061
Paris,Addis Ababa,1,5528
Addis Ababa,Tel-aviv,1,2520
Addis Ababa,Pointe-noire,1,3374
Addis Ababa,Beijing,1,8271
Addis Ababa,Ouagadougou,1,4429
Addis Ababa,N'djamena,1,2665
Addis Ababa,Maputo,1,4007
Addis Ababa,Lusaka,1,2964
Addis Ababa,Lagos,1,3948
Addis Ababa,Lilongwe,1,2647
Addis Ababa,Libreville,1,3424
Addis Ababa,Luanda,1,3526
Addis Ababa,Harare,1,3188
Addis Ababa,Lubumashi,1,2650
Addis Ababa,Paris,1,5528
Addis Ababa,Brazzaville,1,3038
Addis Ababa,Accra,1,4306
Addis Ababa,Abuja,1,3499
Accra,Addis Ababa,1,4306
Abuja,Niamey,1,772
Abuja,Lome,1,729
Abuja,Addis Ababa,1,3499
Chah Bahar,Muscat,1,292
Chah Bahar,Dubai,1,505
Zahedan,Dubai,1,757
Shiraz,Muscat,1,853
Shiraz,Damascus,1,1579
Dasht-e-naz,Damascus,1,1537
Sanandaj,Sulaymaniyah,1,146
Najaf,Mashhad,1,1365
Mashhad,Najaf,1,1365
Mashhad,Kabul,1,944
Mashhad,Dushanbe,1,970
Mashhad,Dubai,1,1219
Muscat,Chah Bahar,1,292
Muscat,Shiraz,1,853
Lar,Dubai,1,315
Bakhtaran,Sulaymaniyah,1,218
Bakhtaran,Dubai,1,1295
Kandahar,Tehran,1,1471
Kabul,Mashhad,1,944
Kabul,Tehran,1,1669
Sulaymaniyah,Sanandaj,1,146
Sulaymaniyah,Bakhtaran,1,218
Tehran,Kabul,1,1669
Dushanbe,Mashhad,1,970
Dubai,Chah Bahar,1,505
Dubai,Zahedan,1,757
Dubai,Mashhad,1,1219
Dubai,Lar,1,315
Dubai,Bakhtaran,1,1295
Dubai,Bushehr,1,621
Dubai,Abadan,1,914
Doha,Bandar Abbas,1,513
Damascus,Dasht-e-naz,1,1537
Damascus,Yazd,1,1643
Damascus,Ahwaz,1,1185
Bushehr,Dubai,1,621
Bandar Abbas,Doha,1,513
Yazd,Damascus,1,1643
Abadan,Dubai,1,914
Toronto,Dubai,1,11027
Venice,Dubai,1,4428
Trivandrum,Dubai,1,2964
Sydney,Dubai,1,12040
San Francisco,Dubai,1,12954
Mahe,Dubai,1,3322
Shanghai,Dubai,1,6466
Perth,Dubai,1,9081
NewcastleU,Dubai,1,5641
Nice,Dubai,1,4788
Milano,Dubai,1,4687
Male,Dubai,1,3050
Melbourne,Dubai,1,11673
Madinah,Dubai,1,1553
Manchester,Dubai,1,5629
Madrid,Dubai,1,5634
Lagos,Dubai,1,5883
St. Petersburg,Dubai,1,4332
Larnaca,Dubai,1,2341
Los Angeles,Dubai,1,13310
New York,Dubai,1,10958
Houston,Dubai,1,13035
Hamburg,Dubai,1,4861
Geneva,Dubai,1,4923
Sao Paulo,Dubai,1,12197
Glasgow,Dubai,1,5828
Rio De Janeiro,Dubai,1,11858
Rome,Dubai,1,4349
Dubai,Toronto,1,11027
Dubai,Venice,1,4428
Dubai,Trivandrum,1,2964
Dubai,Sydney,1,12040
Dubai,San Francisco,1,12954
Dubai,Mahe,1,3322
Dubai,Shanghai,1,6466
Dubai,Perth,1,9081
Dubai,NewcastleU,1,5641
Dubai,Nice,1,4788
Dubai,Milano,1,4687
Dubai,Male,1,3050
Dubai,Melbourne,1,11673
Dubai,Manchester,1,5629
Dubai,Madrid,1,5634
Dubai,Lagos,1,5883
Dubai,St. Petersburg,1,4332
Dubai,Larnaca,1,2341
Dubai,Los Angeles,1,13310
Dubai,New York,1,10958
Dubai,Houston,1,13035
Dubai,Hamburg,1,4861
Dubai,Geneva,1,4923
Dubai,Sao Paulo,1,12197
Dubai,Glasgow,1,5828
Dubai,Rio De Janeiro,1,11858
Dubai,Rome,1,4349
Dubai,Duesseldorf,1,4979
Dubai,Dublin,1,5892
Dubai,Dakar,1,7585
Dubai,Dar Es Salaam,1,3991
Dubai,Kochi,1,2785
Dubai,Casablanca,1,6065
Dubai,Calcutta,1,3360
Dubai,Basrah,1,955
Dubai,Brisbane,1,11955
Dubai,Birmingham,1,5600
Dubai,Baghdad,1,1403
Dubai,Athens,1,3249
Dubai,Accra,1,6241
Duesseldorf,Dubai,1,4979
Dublin,Dubai,1,5892
Dakar,Dubai,1,7585
Dar Es Salaam,Dubai,1,3991
Kochi,Dubai,1,2785
Casablanca,Dubai,1,6065
Calcutta,Dubai,1,3360
Basrah,Dubai,1,955
Brisbane,Dubai,1,11955
Birmingham,Dubai,1,5600
Baghdad,Dubai,1,1403
Athens,Dubai,1,3249
Accra,Dubai,1,6241
Leixlip,Block Island,1,4901
Block Island,Leixlip,1,4901
Warsaw,Dublin,1,1829
Vienna,Dublin,1,1697
Stuttgart,Dublin,1,1163
Shannon,Manchester,1,471
Shannon,Edinburgh,1,535
Shannon,Bristol,1,462
Shannon,Birmingham,1,490
Prague,Dublin,1,1435
Bucharest,Dublin,1,2485
Cork,Munich,1,1502
Cork,Manchester,1,445
Cork,Gran Canaria,1,2711
Cork,Geneva,1,1230
Cork,Glasgow,1,522
Cork,Rome,1,1899
Cork,Edinburgh,1,573
Cork,Paris,1,864
Cork,Bristol,1,393
Cork,Birmingham,1,445
Cork,BarcelonaS,1,1439
Cork,Amsterdam,1,908
Nice,Dublin,1,1432
Milano,Dublin,1,1365
Munich,Cork,1,1502
Munich,Dublin,1,1379
Manchester,Shannon,1,471
Manchester,Cork,1,445
Lyon,Dublin,1,1140
Gran Canaria,Cork,1,2711
Lisbon,Dublin,1,1614
Milan,Dublin,1,1403
Hamburg,Dublin,1,1075
Geneva,Cork,1,1230
Geneva,Dublin,1,1176
Glasgow,Cork,1,522
Glasgow,Dublin,1,325
Rome,Cork,1,1899
Rome,Belfast,1,1932
Edinburgh,Shannon,1,535
Edinburgh,Cork,1,573
Duesseldorf,Dublin,1,914
Dublin,Warsaw,1,1829
Dublin,Vienna,1,1697
Dublin,Stuttgart,1,1163
Dublin,Prague,1,1435
Dublin,Bucharest,1,2485
Dublin,Nice,1,1432
Dublin,Milano,1,1365
Dublin,Munich,1,1379
Dublin,Lyon,1,1140
Dublin,Lisbon,1,1614
Dublin,Milan,1,1403
Dublin,Hamburg,1,1075
Dublin,Geneva,1,1176
Dublin,Glasgow,1,325
Dublin,Duesseldorf,1,914
Dublin,Cardiff,1,298
Dublin,Brussels,1,755
Dublin,Blackpool,1,231
Dublin,Amsterdam,1,748
Dublin,Agadir,1,2579
Dublin,Aberdeen,1,479
Cardiff,Dublin,1,298
Paris,Cork,1,864
Brussels,Dublin,1,755
Bristol,Shannon,1,462
Bristol,Cork,1,393
Blackpool,Dublin,1,231
Birmingham,Shannon,1,490
Birmingham,Cork,1,445
Belfast,Rome,1,1932
BarcelonaS,Cork,1,1439
Amsterdam,Cork,1,908
Amsterdam,Dublin,1,748
Agadir,Dublin,1,2579
Aberdeen,Dublin,1,479
Dushanbe,Delhi,1,1319
Delhi,Dushanbe,1,1319
Khartoum,Alexandria,1,1751
Alexandria,Khartoum,1,1751
Warsaw,Stavanger,1,1251
Warsaw,Oslo,1,1099
Vilnius,Oslo,1,1029
Sandefjord,Alicante,1,2438
Sandefjord,Malaga,1,2680
Trondheim,Riga,1,989
Trondheim,Gran Canaria,1,4346
Trondheim,London,1,1493
Trondheim,Antalya,1,3206
Trondheim,Alicante,1,2919
Tenerife,Oslo,1,4136
Tenerife,Gothenborg,1,4011
Tenerife,Stockholm,1,4416
Szczechin,Oslo,1,752
Salzburg,Stavanger,1,1317
Salzburg,Oslo,1,1339
Salzburg,Gothenborg,1,1088
Salzburg,Bergen,1,1438
Salzburg,Stockholm,1,1355
Berlin,Stavanger,1,857
Berlin,Bergen,1,973
Stavanger,Warsaw,1,1251
Stavanger,Salzburg,1,1317
Stavanger,Berlin,1,857
Stavanger,Gran Canaria,1,3789
Stavanger,Krakow,1,1376
Stavanger,Alicante,1,2376
Riga,Trondheim,1,989
Marrakech,Oslo,1,3430
Marrakech,Copenhagen,1,3106
Marrakech,Stockholm,1,3656
Poznan,Oslo,1,928
Oslo,Warsaw,1,1099
Oslo,Vilnius,1,1029
Oslo,Tenerife,1,4136
Oslo,Szczechin,1,752
Oslo,Salzburg,1,1339
Oslo,Marrakech,1,3430
Oslo,Poznan,1,928
Oslo,Nice,1,1822
Oslo,Milano,1,1592
Oslo,Larnaca,1,3211
Oslo,Krakow,1,1270
Oslo,Geneva,1,1582
Oslo,Grenoble,1,1677
Oslo,Funchal,1,3631
Oslo,Rome,1,2001
Oslo,Edinburgh,1,918
Oslo,Dubai,1,5136
Oslo,Budapest,1,1498
Oslo,Beograd,1,1773
Oslo,BarcelonaS,1,2182
Oslo,Antalya,1,2908
Oslo,Alicante,1,2558
Oslo,Malaga,1,2798
Oslo,Agadir,1,3630
Oslo,Las Palmas,1,3875
Nice,Oslo,1,1822
Nice,Stockholm,1,1928
Milano,Oslo,1,1592
Gran Canaria,Trondheim,1,4346
Gran Canaria,Stavanger,1,3789
Gran Canaria,Gothenborg,1,3908
Gran Canaria,Bodo,1,4753
Gran Canaria,Bergen,1,3863
Gran Canaria,Stockholm,1,4312
Gran Canaria,Aalborg,1,3747
London,Trondheim,1,1493
London,Alesund,1,1293
Larnaca,Oslo,1,3211
Krakow,Stavanger,1,1376
Krakow,Oslo,1,1270
Krakow,Copenhagen,1,813
Geneva,Oslo,1,1582
Gothenborg,Tenerife,1,4011
Gothenborg,Salzburg,1,1088
Gothenborg,Gran Canaria,1,3908
Gothenborg,BarcelonaS,1,1984
Grenoble,Oslo,1,1677
Grenoble,Copenhagen,1,1272
Grenoble,Stockholm,1,1823
Funchal,Oslo,1,3631
Rome,Oslo,1,2001
Edinburgh,Oslo,1,918
Dubai,Oslo,1,5136
Dubai,Stockholm,1,4780
Copenhagen,Marrakech,1,3106
Copenhagen,Krakow,1,813
Copenhagen,Grenoble,1,1272
Copenhagen,Alicante,1,2188
Copenhagen,Agadir,1,3319
Budapest,Oslo,1,1498
Bodo,Gran Canaria,1,4753
Bergen,Salzburg,1,1438
Bergen,Berlin,1,973
Bergen,Gran Canaria,1,3863
Bergen,Alicante,1,2479
Beograd,Oslo,1,1773
BarcelonaS,Oslo,1,2182
BarcelonaS,Gothenborg,1,1984
Antalya,Trondheim,1,3206
Antalya,Oslo,1,2908
Stockholm,Tenerife,1,4416
Stockholm,Salzburg,1,1355
Stockholm,Marrakech,1,3656
Stockholm,Nice,1,1928
Stockholm,Gran Canaria,1,4312
Stockholm,Grenoble,1,1823
Stockholm,Dubai,1,4780
Stockholm,Agadir,1,3867
Alicante,Sandefjord,1,2438
Alicante,Trondheim,1,2919
Alicante,Stavanger,1,2376
Alicante,Oslo,1,2558
Alicante,Copenhagen,1,2188
Alicante,Bergen,1,2479
Alicante,Alesund,1,2754
Malaga,Sandefjord,1,2680
Malaga,Oslo,1,2798
Agadir,Oslo,1,3630
Agadir,Copenhagen,1,3319
Agadir,Stockholm,1,3867
Alesund,London,1,1293
Alesund,Alicante,1,2754
Las Palmas,Oslo,1,3875
Aalborg,Gran Canaria,1,3747
Stavanger,Billund,1,405
Billund,Stavanger,1,405
Ust Kamenogorsk,Novosibirsk,1,551
Tselinograd,Omsk,1,521
Tselinograd,Baku,1,2017
Aktau,Rostov,1,922
Aktau,Mineralnye Vody,1,637
Aktau,Makhachkala,1,247
Aktau,Krasnodar,1,945
Aktau,Yerevan,1,665
Aktau,Astrakhan,1,377
Rostov,Aktau,1,922
Omsk,Tselinograd,1,521
Mineralnye Vody,Aktau,1,637
Makhachkala,Aktau,1,247
Krasnodar,Aktau,1,945
Baku,Tselinograd,1,2017
Yerevan,Aktau,1,665
Astrakhan,Aktau,1,377
Windhoek,Lubango,1,902
Sao Tome,"Praia,Santiago Island",1,3719
Sao Tome,Luanda,1,1250
Lubango,Windhoek,1,902
"Praia,Santiago Island",Sao Tome,1,3719
Beijing,Luanda,1,11787
Porto,Luanda,1,6009
Lusaka,Luanda,1,1804
Luanda,Sao Tome,1,1250
Luanda,Beijing,1,11787
Luanda,Porto,1,6009
Luanda,Harare,1,2171
Luanda,Havana,1,10943
Luanda,Sao Paulo,1,6514
Luanda,Rio De Janeiro,1,6166
Luanda,Cape Town,1,2858
Luanda,Brazzaville,1,600
Havana,Luanda,1,10943
Sao Paulo,Luanda,1,6514
Rio De Janeiro,Luanda,1,6166
Cape Town,Luanda,1,2858
Brazzaville,Luanda,1,600
Brazzaville,Bangui,1,1011
Bangui,Brazzaville,1,1011
Niamey,Bamako,1,1110
Bamako,Niamey,1,1110
Zurich,Atlanta,1,7483
Calgary,Salt Lake City,1,1103
Calgary,Minneapolis,1,1647
Saskatoon,Minneapolis,1,1258
Winnipeg,Minneapolis,1,636
Vancouver,Salt Lake City,1,1218
Vancouver,Minneapolis,1,2278
Montreal,Minneapolis,1,1484
Regina,Minneapolis,1,1047
Quebec,Detroit,1,1089
Ottawa,Detroit,1,694
Edmonton,Minneapolis,1,1726
Hewandorra,Atlanta,1,3204
Quito,Atlanta,1,3789
Tegucigalpa,Atlanta,1,2235
Philipsburg,Atlanta,1,2779
St. Croix Island,Atlanta,1,2611
St. Thomas,Atlanta,1,2558
Salt Lake City,Calgary,1,1103
Salt Lake City,Vancouver,1,1218
Basse Terre,Atlanta,1,2821
San Juan,Detroit,1,3105
San Jose Del Cabo,Minneapolis,1,2900
San Jose Del Cabo,Detroit,1,3245
Seattle,Osaka,1,8068
Santo Domingo,Atlanta,1,2236
SantiagoC,Atlanta,1,7586
San Pedro Sula,Atlanta,1,2071
San Salvador,Atlanta,1,2302
Roatan,Atlanta,1,1961
Puerto Vallarta,Detroit,1,3116
Punta Cana,Detroit,1,2960
Providenciales,Atlanta,1,1774
Beijing,Detroit,1,10626
Portland,Tokyo,1,7682
Tokyo,Saipan,1,2407
Tokyo,Portland,1,7682
Tokyo,Minneapolis,1,9470
Tokyo,Detroit,1,10218
Tokyo,Atlanta,1,10924
Nagoya,Detroit,1,10447
Nassau,Detroit,1,1995
Monterrey,Detroit,1,2338
Minneapolis,Calgary,1,1647
Minneapolis,Saskatoon,1,1258
Minneapolis,Winnipeg,1,636
Minneapolis,Vancouver,1,2278
Minneapolis,Montreal,1,1484
Minneapolis,Regina,1,1047
Minneapolis,Edmonton,1,1726
